id,date,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13
306885,2022-07-30,Yeni tikili,14 / 6,45,2,Kupça,85000,Vasitəçi / Rieltor,"Sened:kupca..Razinde asan xidmetin yaninda ,elit yashaish kompleksinde 14/6 1 otaqdan iki otaqa peredelka olunmush,tam temirli menzil satilir!Menzil Dovlet ipotekaya yararlidir!",3,Bakı,Sabunçu rayonu,metro. Neftçilər,
270518,2022-07-30,Yeni tikili,21 / 15,159,3,Kupçasız,275000,Əmlak sahibi,Oz evimdi deyerinden asagi verirem binade hal hazirda ev yoxdu binada 2200 2500azndi kv birbasa denize ponorama hal hazirda binada tikinti isleri gedir son 3 mertebesi qalib kupca tehvil verilenden sora verilecek menzilin ici agardilib 30faiz temir olunub ve sirket terefinden evin otaqlari qapi ile temin olunub verilecek,11,Bakı,Xətai rayonu,Ağ şəhər,metro.  Xətai
303965,2022-07-30,Yeni tikili,17 / 16,110,4,Kupça,185000,Əmlak sahibi,"Binəqədi rayon, 9cu mikrorayonda, Binəqədi Rayon FHN ilə üzbəüz, Araz marketin üzərində, Eviniz Tikilsin MTK binasında, 3 otaqdan 4 otağa dəyişdirilmiş kvadrat tipli çox gözəl proyektdir. Yer parket(palıd), tavanlarda alçipan, dartma tavan və asma tavan modelləri dizayn edilmişdir. Divarlar yüksək keyfiyyətli(Zambaiti və s.) oboylarla örtülmüşdür. Çöl və iç qapıları keyfiyyətli və zövqlü məhsullardan seçilmişdir. İsitmə sistemi kombidir və müəyyən hissələrdə istipol istifadə edilmişdir. Su, qaz və işıqda hər hansısa kəsinti yaşanmır. Bütün otaqların pəncərəsi şəhərin geniş mənzərəsinə açılır. Binanın səliqə və səhmanı, həmçinin bina idarəetməsinin xidməti olduqca yüksəkdir. Evdə bəzi əşyalar qalacaq.     Vasitəçi deyilik, ev sahibinin elanıdır.",11,Bakı,Binəqədi rayonu,9-cu mikrorayon,
309263,2022-07-30,Yeni tikili,16 / 10,175,3,Kupça,230000,Vasitəçi / Rieltor,"PREMİUM KlLASS YAŞAYIŞ KOMPLEKSİNDƏ...!!!  TƏMİRLİ KUPÇALİ İPOTEKAYA YARARLİ MƏNZİL!!!  ƏŞYALİ SATİŞ QİYMET 240 000 AZN!!  Mənzil Bakı şəhərinin geniş infrastruktura malik ərazisində, NƏSİMİ rayonu, Eldar Babayev kucesinde, 3mkr Memar Ecemi metrosunun yaxinligi Yegane wadliq sarayinin heyetindeki binada yerləşir. Menzilin Qelebe dairesine olan korpuye, 4cu mkr daresine şəhərə və  parka gözəl ponaramasi var. 3 otaqdi, 175 kvadratdi ( muqavilede 150 kvadrat qeyd olunub ). 16 mertebeli binanin 10cu mertebesinde yerləşir. Skvaznoydur ( yelçəkəndir ). Mazayka parket, fistig agacinnan metbext mebeli, yataq destleri, divan kreslo ve s. əşyalarla birlikde ve eşyasiz satila bilər. Qaz, su, işıq daimidir. İstilik sistemi kombidir, giriş, metbex ve sanuzel toplu poldur.  Yaxınlıqda orta məktəb, bagça, market və digər ictimai-iaişə obyektləri var.  Kamera ve 24 saat muhafize sistemi var, yer alti qaraji,damafonlu giriş,2 tam işlek lifti.  Alqı-satqı rəsmi olaraq, qanuni şəkildə, notarial qaydada aparılacaqdır.  Qiymet: 230 000 azn ( əşyasiz ).    OFIS HAQQI 1% TEŞKIL EDIR",8,Bakı,Nəsimi rayonu,3-cü mikrorayon,metro. Memar Əcəmi
309260,2022-07-30,Yeni tikili,7 / 6,98,2,Kupçasız,293000,Vasitəçi / Rieltor,"Ağ şəhər. Premium klass yaşayış kompleksində təmirli mənzil.!!!    Mənzil Bakı şəhərinin geniş infrastruktura malik ərazisində, Xətai rayonu   Ağ şəhər  -in tam mərkəzində, Fəvvarələr küçəsində, Mərkəzi bulvar, Vəlioğlu mebel, Hulux elektrik magazasinin yaxinliginda yerlesir. Yaxınlıqında bağça, super marketlər var.  Mənzil 2 otaqdır, 98 kvadratdir, 7 mərtəbəli binanın 6-ci mərtəbəsində yerləşir. Gözəl ponarama, yola və həyətə baxır. Skvaznoydur. Yeni temir olunub, temirden sonra yasayis olmayib.   Mənzilin sənədir müqavilə maliyə arayışıdır. Binada qaz, su, işıq daimidir. Əla planirovka, mərmər blok, avto dayanacaq, geniş mühafizə olunan heyəti var.  Alqı-satqi rəsmi olaraq, notarial qaydada aparılacaqdır.  Qiymət: 293 000 AZN.  Ofis haqqı: 1% təşkil edir.",9,Bakı,Xətai rayonu,metro.  Xətai,
309257,2022-07-30,Yeni tikili,16 / 11,165,3,Kupça,245000,Vasitəçi / Rieltor,"TECILI!!!!!!      Yasamal rayonu,  Mətbuat prospekti, BDU  ve  Azernesrin yaxininda16 mertebeli binanin 11 ci mertebesinde radnoy 3 otaqli temirli menzil satilir.Menzil yelcekendir.  ELA İNFRANSTRUKTURA MALİK ERAZİDE YERLESİR.   Etrafli melumat ucun elaqe saxlaya bilersiniz.     SİRKET XİDMET HAQQİ 1%",11,Bakı,Yasamal rayonu,Yasamal qəs.,metro. Elmlər Akademiyası
289075,2022-07-30,Yeni tikili,6 / 3,70,3,Kupça,67000,Vasitəçi / Rieltor,"Abseron rayon Masazir qes. Qurtulus 93 yasayis kompleksi.Bina 6 mertebelidir,Menzil ise 3 cu mertebesinde yerlesir.Sehercikde mekteb bagca fealiyet gosterir.Su,isiq,merkezlesmis istilik sistemi daimidir.Qaz inda xetleri cekilib yaxin vaxtlarda verilecek.Senedleri tam qaydasindadir(Kupca var).",7,Abşeron,Masazır,,
209808,2022-07-30,Yeni tikili,17 / 10,68,2,Kupça,115000,Vasitəçi / Rieltor,Kupca+Qaz.. Xetai rayonu Hezi Aslanov metrosunun yaxinliginda 100% yasayisli Kupcali binada 17/10-u 68 kv 2 otaga ideal pridelkasi pol laminat super temirli menzil satilir.  Temirden sonra menzilde yasayis olmayib. Binada qaz-su-isiq 2 lift daimidir senedi Cixariwdir. Kompleksin yeralti qaraji uwaq baxcasi uwaqlar ucun eylence parki market ve diger abyektleri var. Real aliciya endirim olacaq. Satisda basqa menzillerde var. Ofis haqqi 1% bize odenilecek.,11,Bakı,Xətai rayonu,metro. Həzi Aslanov ,
309254,2022-07-30,Yeni tikili,18 / 9,180,4,Kupça,318000,Vasitəçi / Rieltor,"MERKEZDE !!! Səməd Vurğun küçəsində,ZABITLƏR PARKI ile üzbəüz.  Yüksək səviyyədə inşa edilmiş elit yaşayış kompleksində,  4 otaqlı- 70 faiz temir edilmis menzil satilir.mənzil satilir.  Ümumi sahəsi 180 kv/m olan, 19mərtəbəli binanın 10-cu mərtəbəsindədir.  QAZ VƏ KUPÇA (ÇIXARIŞ) var.  Zabitlər bağına ayrıça çıxış.  Binanın mühafizəli böyük həyəti, mərmər döşənmiş bloku,  2 mərtəbəli yeraltı qarajı, 3 ədəd lifti. Yaxşı inkişaf etmiş infrastrukturu,  parklar,məktəb, uşaq bağçası, marketlər.Ofis haqqi 1%",19,Bakı,Nəsimi rayonu,metro. 28 May,
309252,2022-07-30,Köhnə tikili,9 / 2,40,2,Kupça,77000,Vasitəçi / Rieltor,Təcili satılır!!!    9 cu mikrorayon Tərlan şadlıq evinin yaxınlıqında yerləşən 2 otaqlı mənzil satılır    Yaxınlıqında\supermarket\aptek\park\ və digər iaşə obyektləri yerləşir    Su işıq qaz daimidir    Kupça var    Əlavə məlumat üçün zəng edin    Ofis xidmət haqqı 1%,18,Bakı,Binəqədi rayonu,7-ci mikrorayon,
