id,date,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13
883104,2022-01-14,Yeni tikili,11 / 3,103,3,Kupça,65000,Vasitəçi / Rieltor,"Xırdalan dairəsinin yaxınlığında yeni tikili  hündürmərtəbəli KUPÇALI, LİFTLİ binanın 3-cü mərtəbəsində ümumi sahəsi 103 kvadratmetr olan İPOTEKAYA YARARLI  qanuni 3 otaqlı təmirsiz mənzil 65.000 manata satılır.  Mənzilin 1 kvadratmetrinin qiyməti 631 manat təşkil edir.  Binada qaz, su, işıq daimidir.  Sənəd kupçadır (çıxarış) və əldədir .  Binanın geniş həyətyanı sahəsi yeraltı avtodayanacağı var.  Məktəb, bağça, avtobus dayanacağı piyada məsafəsindədir.  Real alıcılara endirim olunacaq.  Satışda başqa evlərimiz də var.  Ətraflı məlumat üçün , həmçinin satışda olan digər daşınmaz əmlaklarla bağlı qeyd olunan nömrə ilə əlaqə saxlamağınız xahiş olunur.",15,Xırdalan ş.,,,
938913,2022-01-14,Köhnə tikili,9 / 6,80,3,Kupça,110000,Vasitəçi / Rieltor,Kapital bangin heyetinde kiyev lahiyeli binada 3 otaqli orta temirli menzil satilir. Buyurun melumat ucun eleqe saxliya bilersiniz,8,Bakı,Sabunçu rayonu,Bakıxanov qəs.,metro. Neftçilər
938647,2022-01-14,Yeni tikili,12 / 4,77,3,Kupça,46000,Vasitəçi / Rieltor,"Xırdalan şəhəri , Kristal Abşeron 1 yaşayış kompleksində 12 mərtəbəli binanın 4- cü  mərtəbəsində  KUPÇALI ( çıxarışı ) 4 % li  Hazır daxili  ipotekada olan original 3 otaqlı  iki eyvanlı yelçəkən mənzil satılır.  46.000 manat ilkin ödəniş və qalıq məbləği 177 ay aylıq 690 manat olmaqla ödəniş edib mənzilin sahibi ola bilər . Aformit xərcləri məbləğə daxil deyil . Addan-ada keçirilmə xərcləri alıcının öhdəsində olacaq. Qeyd edim ki , bu xərc ümumi borcdan silinəcək və aylığın aşağı düşməsinə kömək edəcək. Kompleks  24 saat mühafizə və müşahidə olunur. Binada 2 ədəd sürətli və müasir lift fəaliyyət göstərir. Bütün iaşə obyektləri və həmçinin avtobus dayanacağı ayaq məsafəsindədir. Ətraflı məlumat üçün həmçinin satışda olan digər daşınmaz əmlaklarla bağlı ( nəğd və kredit ) qeyd olunan nömrə ilə əlaqə saxlayın.",16,Xırdalan ş.,,,
942283,2022-01-14,Yeni tikili,10 / 3,98,2,Kupça,162000,Əmlak sahibi,TƏCİLİ! Sahibindən - Nərimanov Rayonunda Təhsil Nazirliyinin arxasında  Baku City Residence  yaşayış kompleksində edilmiş mənzil satılır. Əlaqə 0503691059,15,Bakı,Nərimanov rayonu,,
933741,2022-01-14,Yeni tikili,5 / 3,50,2,Kupça,30000,Vasitəçi / Rieltor,"Masazır dairəsinin yaxınlığında yeni tikili binanın 3-cü mərtəbəsində ümumi sahəsi 50 kvadratmetr olan 2 otaqlı mənzil daxili faizsiz kreditlə , təkcə şəxsiyyət vəsiqəsi ilə satılır. Mənzilin ümumi dəyəri 50.000 manat təşkil edir.  Qalıq 20.000 manat borc isə aylıq 1.000 manat olmaqla 20 aylıq kreditlə mənzilə sahib ola bilərsiniz.   Bina tam yaşayışlı binadır. Geniş həyətyanı sahəsi ,yeraltı avtodayanacağı var. Binada qaz, su , işıq daimidir. Sənəd KUPÇADIR. Binanın yaxınlığında avtobus dayanacağı , məktəb , bağça və başqa iaşə obyektləri yerləşir. Eyni binada 2 və 3 otaqlı  mənzillərimiz də var. Ətraflı məlumat üçün , həmçinin satışda olan digər daşınmaz əmlaklarla bağlı ( nəğd və kredit ) qeyd olunan nömrə ilə əlaqə saxlayın.  Öncədən təşəkkürlər...",1,Abşeron,Masazır,,
942281,2022-01-14,Köhnə tikili,5 / 5,45,1,Kupça,63000,Vasitəçi / Rieltor,di̇qqət!!! əşyali  çoox çoox təci̇li̇ satilir yasamal rayonu asan xidmətin yanında yatag otaqı addelnidir 2 otaqa düzəlmə kimidir 5 mərtəbəli binanın 5 ci məertəbəsində yaşayış üçün əl verişli mənzil satılır binada qaz su işıq daimidir binanın yanında bütün infrastuktur var ən əsası uşaq baxçası məktəb market var ofi̇ss haqqi 1%,9,Bakı,Yasamal rayonu,Yasamal qəs.,metro. İnşaatçılar
942278,2022-01-14,Yeni tikili,19 / 4,55,2,Kupçasız,89000,Vasitəçi / Rieltor,"Panorama Parkda . Həzi aslanov, Gəncə prospekt. Yeni tikili 17 mərtəbəli 4-cü mərtəbəsində , 2 otaqa düzəlib , sahə 55 kv . Qaz su işiğ fasiləsizdir . Sənəd mügavilə .",20,Bakı,Xətai rayonu,metro. Həzi Aslanov ,
942276,2022-01-14,Yeni tikili,19 / 12,210,4,Kupça,450000,Vasitəçi / Rieltor,"TƏCİLİ SATILIR!  İPOTEKAYA YARARLI!  Nəsimi rayonu. Təzə bazarla üzbəüz, Sirkin yanı AF CENTER binası.Zabitlər Parkı ,Məktəb və baxçalara yaxın. 19 mərtəbənin 12ci mərtəbəsi. 210 kv 4 otaq . Əşyalı satılır. 3 lift, daim su, qaz, işıq. KUPÇA VAR. bütün sənədləri qaydasındadı. Ofisin xidmət haqqı 1%",15,Bakı,Nəsimi rayonu,,
890739,2022-01-14,Köhnə tikili,9 / 3,60,3,Kupçasız,85000,Vasitəçi / Rieltor,Bakıxanov  Qəsəbəsində  Asan  Xidmətin  Yaxımlıqında   9. Mərtəbəli  Binanın  3. Çü  Məryəbəsində. 2. Otaqdan  3. Otaqa  Düzəlmə  Əla  Təmirli  Tam  Əşiyalarıilə  Birlikdə  Mənzil  Satılır. Real  Alıçılara  Endirim  Olaçaq,14,Bakı,Sabunçu rayonu,Bakıxanov qəs.,metro. Neftçilər
880748,2022-01-14,Köhnə tikili,9 / 5,120,5,Kupça,140000,Vasitəçi / Rieltor,Bakıxanov  Qəsəbəsində  İçra  Hakimiyətin  Yaxınlıqında  9. Mərtəbəli  Binanın  5. Çi  Mərtəbəsində Leninqrad  Lahiyəli  5. Otaqdan  4. Otaqa  Düzəlmə  Orta  Təmirli  Səliqəli  Mənzil  Satııır. Real  Alıçılara  Endirim  Olaçaq,8,Bakı,Sabunçu rayonu,Bakıxanov qəs.,metro. Neftçilər
