id,date,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13
952738,2022-02-04,Köhnə tikili,5 / 4,48,2,Kupça,57000,Vasitəçi / Rieltor,Sənəd kupça  Qiymət 57000 AZN   Tel 0773521010  Hövsan qəsəbə 5/4 olan orta təmirli 2 otaq mənzil satılır. Mənzildə qaz su işıq fasiləsiz. İsitmə sistemi mərkəzi. Tel internet var.,6,Bakı,Suraxanı rayonu,Hövsan qəs.,
962940,2022-02-04,Köhnə tikili,9 / 1,48,2,Kupça,58000,Vasitəçi / Rieltor,Sənəd kupça  Qiymət 58000 azn  Tel 0773521010  Hövsan qəsəbə Ballı marketə yaxın 9/1olan təmirli 2 otaq məzil satılır. Qaz su işıq fasiləsiz. İsitmə sistemi mərkəzi. Ü..,2,Bakı,Suraxanı rayonu,Hövsan qəs.,
966913,2022-02-04,Yeni tikili,15 / 15,75,2,Kupça,95000,Vasitəçi / Rieltor,BU QİYMƏTƏ BU ƏRAZİDƏ EV YOXDUR!!! DƏYƏRİNDƏN AŞAĞI!! KUPÇA!!! QAZ!!! Kİrayə vermək üçün ideal təklif!! 6 paralel Naxçıvani küçəsi Araz marketin yaxınlığı 15 mərtəbəli binanın 15 ci mərtəbəsində 1 otaqdan 2 yə düzəlmə 75 kv mənzil satılır. Əşyalı Satılır!!! Tavanı düz hündür mənzil!! Yaşayış tipli mansart!! Lift 14 cü mərtəbəyə kimi qalxır. Mərtəbədə bütün evlərdə yaşayış var. İstilik sistemi kombidir. Qiymət 95000. Ofis haqqı 1% Əlavə məlumat üçün zəng edin. Xahiş olunur ciddi şəxslər əlaqə saxlasın.,7,Bakı,Yasamal rayonu,metro. Nizami,
968122,2022-02-04,Yeni tikili,16 / 10,156,3,Kupça,139000,Vasitəçi / Rieltor,"İPOTEKAYA YARARLI!!! Sabunçu rayonu Bakıxanov qəsəbəsi Razində Yavər Əliyev küçəsində Qaraxan MTK tərəfindən inşa olunmuş 16 mərtəbəli binanın 10 cu mərtəbəsində radnoy 3 otaqlı 156 kv əla təmirli mənzil satılır. Yelçəkən və gündöyən mənzildir. 2 balkonu və biri yataq otağında olmaqla 2 sanzueli var. Binada qaz nəzərdə tutulmayıb istilik sistemi mərkəzidir və istilik binanın qazanxanası tərəfindən təmin olunur. Bina infrasturuktr cəhətdən əlverişli mövqedə yerləşir. Binanın yaxınlığında Bakıxanov Mall, park, uşaq bağçası, məktəb, market, aptek və bir çox iaşə obyektləri yerləşir. Yaxınlığından 28 istiqamətində sürət qatarı keçir. Qiymət 139.000 AZN. Ofis haqqı 1% Xahiş olunur real alıcılar əlaqə saxlasın.",8,Bakı,Sabunçu rayonu,Bakıxanov qəs.,
970044,2022-02-04,Yeni tikili,17 / 2,146,3,Kupçasız,230000,Vasitəçi / Rieltor,"Binəqədi rayonu 9-cu mkr Mir Cəlal küçəsi Üzeyir şadlıq sarayının arxası yeni tikili 17 mərtəbəli binanın 2-ci mərtəbəsində əla təmir olunmuş 3 otaqlı mənzil satılır .Mənzilin təmirində yüksək keyfiyyətli material və aksessuarlardan istifadə olunub.Qaz, Isiq, Su, daimdir.Geniş işıqlı ayrı-ayrı otaqları var.İstilik sistemi kombidir polu parketdir.Binanın geniş heyeti, 24 saat muhafize xidmeti var.Yaxinliqda mekteb,bagca ve muxtelif iaşə obyektleri yerlesir.Mənzilin sənədi müqavilədir.",18,Bakı,Binəqədi rayonu,9-cu mikrorayon,
965526,2022-02-04,Köhnə tikili,5 / 5,48,2,Kupça,50000,Vasitəçi / Rieltor,"Satılır-Sumqayıt ş-də.Daş binada mənzil.Ərazi-2 ci mkr.5/5-i.2 otaq.1 eyvanlı.künc evdir.daş binadır.Əlavədə kombi var.Ev qurudur,qəti nəmlik rütubət yoxdur.Ev tam təmirlidir.Dam örtüyü şiferlidir.Mətbəx mebeli qalacaq.Evin satış qiyməti 50000 manata deyilir.  ( Ofis xidmət haqqı-Alıcı və Satıcı tərəfindən 1%-ödənilir ).  Əlaqə nömrələrimiz.  (070) 254 22 05.  (055) 654 22 05.  ( Vasitəçi/Rieltor xidməti ).",13,Sumqayıt,2-ci mikrorayon,,
970040,2022-02-04,Yeni tikili,16 / 15,66,3,Kupça,105000,Vasitəçi / Rieltor,Qara Qarayevdə yerləşən yeni tikili binada 2 otaqlı (düzəlmə) Əla təmirli mənzil satışa təqdim olunur.Mənzilin ümumi sahəsi 66 kv m di.Mənzilin əla proyekti var.Otaqlar genişdi.Balkon var.Mənzil şəxsi yaşayış üçün keyfiyyətli şəkildə təmir edilib.Binada qaz su işiq daimidi.Kupça var.Mənzil həm yaşamaq həm də alıb kirayə vermək üçün əla variantdi.Mənzilə baxmaq üçün buyurub əlaqə saxlaya bilərsiniz.Xidmət haqqı 1 %,20,Bakı,Nizami rayonu,metro. Qara Qarayev,
970039,2022-02-04,Köhnə tikili,9 / 5,117,5,Kupça,150000,Vasitəçi / Rieltor,İPOTEKAYA YARARLIDIR!Binəqədi rayonu 9mkr Mir Cəlal küçəsi Zərifə parkının yanı 9mərtəbəli leninqrad layihəli binanın 5ci mərtəbəsi 5otaqlı təmirsiz mənzil satılır.Binada lift dəyişilib yeni elektron lift quraşdırılıb istlik sistemi mərkəzidir mənzil yelçəkəndir Zərifə parkına zeytunluqa göləz panoraması var.Nəsimi metrosuna 2dəqiqəlik məsafədə yerləşir.Mənzilin sənətləri qaydasındadır ipotekaya yararlıdır.Ətraflı məlumat üçün əlaqə saxlaya bilərsiz.Ofis xidmət haqqı 1%,17,Bakı,Binəqədi rayonu,9-cu mikrorayon,metro. Nəsimi
970038,2022-02-04,Yeni tikili,20 / 17,59,2,Kupça,81000,Vasitəçi / Rieltor,"Yasamal r.Yeni Yasamal qesebesinin tam merkezi mektebe,usaq baxçasina,bazar stora,bravoya,dayanacaga yaxin, 17/20 mertebesinde 2otag 59kvm temirli menzil satişa çixib.Yeri isti poldu.Menzilin her bir şeraiti var.İşıq,su və qaz fasilesizdir.Geniş heyeti var.Sened çixarişdir",17,Bakı,Yasamal rayonu,Yeni Yasamal qəs.,metro. İnşaatçılar
942370,2022-02-04,Köhnə tikili,5 / 1,56,2,Kupça,72000,Vasitəçi / Rieltor,Binəqədi rayonu Biləcəri qəsəbəsi Avtovaqzal metrosuna yaxın ərazidə 5mərtəbəli  lelinqrad lahiyəli daş binanın 1ci mərtəbəsində 2otaqlı orta təmirli mənzil satılır.Mərkəzi istilik sistemi.Mənzilin altında özinə məxsus quru zirzəmisi var.,5,Bakı,Binəqədi rayonu,Biləcəri qəs.,metro. Avtovağzal
