id,date,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13
584761,2021-06-01,Köhnə tikili,5 / 4,60,2,Kupça,88000,Vasitəçi / Rieltor,"Qara Qarayev Metro Ayla sadliq sarayin duz yaninda Das leninqrad proekti olan 5-mertebeli binanin 4-cu mertebesinde orta blok, 2-otaqli ,umumi sahesi 60 kvm, Temirli veziyyetde,merkezi istilik sistemi olan menzil satiram. Qiymeti Razilasma yolu ile.",7,Bakı,Nizami rayonu,8-ci kilometr,metro. Qara Qarayev
600820,2021-06-01,Yeni tikili,16 / 11,60,2,Kupça,105000,Vasitəçi / Rieltor,"Qara Qarayev metro stansiya   Nizami rayonu   “İMPERİAL MTK”   Yeni tikili   Sənəd- çixariş   Qaz ilə təchiz olunub   Ümümi sahəsi 58 m2   Mərtəbə 11/18   Otağ sayi- 2   Təmir- super   Lift- 3 ədəd   Qiymət 105.000 azn  Qeyd: 1 otaq- 2 otaqa düzəlib, 24 saat muhafizə, parking, uşaq bağçasi, məktəb, market və s. Ətrafli məlumat üçun zəng edin.",4,Bakı,Nizami rayonu,8-ci kilometr,metro. Qara Qarayev
643283,2021-06-01,Köhnə tikili,5 / 3,89,3,Kupça,83000,Vasitəçi / Rieltor,Sumqayitda 18-ci mikrarayonda 5mertebeli das binanin 5-ci mertebesinde 89 kvadrat metrden ibaret 3 otaqli seliqeli menzil satilir.Qiymeti 83000 qiymetde razilasma olacaq,14,Sumqayıt,18-ci mikrorayon,,
654382,2021-06-01,Yeni tikili,14 / 2,88,2,Kupça,125000,Vasitəçi / Rieltor,Tibb Universitetinin yani 14-mertebenin 2 ci mertebesi 2 otaqli sahesi 88 kv metr olan menzil 125000 azn satilir pol parket qazli kupcali menzil zaldan metbexden ve yataq otagindan balkona cixishi var ve s elaqe nomresi 050-209-36-44 nomrede wotsapp vardir,15,Bakı,Nəsimi rayonu,,
617300,2021-06-01,Köhnə tikili,5 / 3,72,3,Kupça,87000,Vasitəçi / Rieltor,"3 Otaq Leninqrad Layihe (72m2)  11 ci mikr, 5/3 cu mert, 3 otaq, orta ev, tam temirli, kombi sistem, metbex mebeli, Qayali marketdden 250 metr mesafede, Qiymet 88.000 azn, Elaqe 070 206 75 44",5,Sumqayıt,11-ci mikrorayon,,
654381,2021-06-01,Yeni tikili,10 / 5,50,1,Kupça,63000,Vasitəçi / Rieltor,Sumqayıt şəhəri 1 mk/r da yeni tikili 10/5 i təmirli 1 otaq 2 yə düzəlmə (50kvm)mənzil satılır. Mətbəx mebeli var. Kupçalı mənzildir. Real alıcıya endirim olacaq qiymətdə.,12,Sumqayıt,1-ci mikrorayon,,
626877,2021-06-01,Köhnə tikili,4 / 1,50,2,Kupça,41000,Vasitəçi / Rieltor,"2 OTAQLI(50m2) 41.000azn   26-ci mehelle, 4/1-ci mertebesi, Stalin-layihesi, das ev, otaqlarin girisleri ayri ayri, sade temir. Tecili satlir. Qiymet: 41.000 manat. Watsap 070 206 75 44",3,Sumqayıt,26-cı məhəllə,,
653145,2021-06-01,Yeni tikili,19 / 18,73,2,Kupça,81000,Vasitəçi / Rieltor,"Xetai rayonu Ehmedli metrosunun yaxinliqinda Pitstop servisin yaninda 19 mertebeli binanin 18-ci mertebesinse 73 kvm 1 otaqdan 2 otaqa duzelmis tam temirli menzil satilir.Qaz,su,isiq daimidir.Istilik kombidir...Sened Kupcadir..Ipotekaya yararlidir.Ofis xidmet haqqi 1% teskil edir...",10,Bakı,Xətai rayonu,Əhmədli,metro. Əhmədli
654377,2021-06-01,Köhnə tikili,9 / 2,85,3,Kupça,107000,Vasitəçi / Rieltor,"sabuncu rayonu bakixanov qesebesinde  3-4 e duzeldilmis yaxsi temirli kiyev layheli menzil satilir ,",18,Bakı,Sabunçu rayonu,Bakıxanov qəs.,metro. Neftçilər
654376,2021-06-01,Köhnə tikili,5 / 5,37.73,1,Kupça,38000,Əmlak sahibi,"1 otaqlı daş bina, Kiyev proyektli geniş - təmirli ev, otaq 22 kv.m, mətbəx mebeli, kondisioner, internet xətti, mərkəzi dövlət istilik sistemi, balkon və hamam təmirsiz. Real alıcıya endirim olacaq.",15,Sumqayıt,18-ci mikrorayon,,
