id,date,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13
209755,2022-05-14,Yeni tikili,17 / 9,104,3,Kupça,175000,Əmlak sahibi,Metroya yaxın Bona Dea hospitalın yanı Orbita kompleksində 104kvm qanuni 3otağlı satılır.Təmirdən sonra mənzildə yaşayış olmayıb qazı suyu işığı var sənədi çıxarış şəxsi mənzilimdir ətraflı məlumat üçün əlaqə saxlıyın.,25,Bakı,Yasamal rayonu,,
163771,2022-05-14,Köhnə tikili,9 / 9,60,3,Kupça,82000,Vasitəçi / Rieltor,"Xetai rayonu,Ehmedli mt-na, 5,deqiqelik mesafede Mehemmed Hadi kucesinde yerlesen 9 mertebeli binanin 9-cu mertebesinde, 2-3 duzelmis 3 otaqli 60 kv m-lik temirli menzil,satilir. Mənzil (Kiyev) lahiyədir. Qaz,su,elektrik,daimdir, istilik sistemi merkezidir. Menzilin polu taxtadir. Menzilin 2 eded boyuk balkonu var. Binanin etrafinda mektebler marketler var. Binada butun infrastruktur movcutdur. Menzilin xos aurasi var. Tecili satildigina gore qiymetde razilasma mutleq olacaqdir.",21,Bakı,Xətai rayonu,Əhmədli,metro. Əhmədli
209751,2022-05-14,Yeni tikili,18 / 17,71,2,Kupça,105000,Vasitəçi / Rieltor,"TƏCİLİ SATILIR.2 otağa düzəlib.Əla Təmirlidir. Şəhərə və dənizə çox gözəl mənzərəsi var.Baki  inşaat Premium klass.Binafa su,qaz, işıq daimidir.istilik sistemi kombidir.Binanin çox geniş həyəti,24 saat mühafizə xidməti yeraltı dayanacağı var. çıxarışı var ipateka yolu ilə almaq istəyənlər də müraciət edə bilərlər.",18,Bakı,Xətai rayonu,Əhmədli,metro. Həzi Aslanov 
209750,2022-05-14,Yeni tikili,18 / 17,90,3,Kupça,125000,Vasitəçi / Rieltor,TƏCİLİ SATİLİR!!!   İPOTEKAYA YARARLİ KUPÇALİ MƏNZİL!!!      Memar Əcəmi metrostansiyasinin yaninda geniş infrastruktura malik ərazidə Şəhərə gözəl panoramasi olan PREMİUM binada 2 otaqdan 3 otağa keyfiyyətli təmirlə dəyişdirilən mənzil satilir.Mənzilin təmirində yüksək keyfiyyətli inşaat materiallarindan istifadə olunub.Təmirdən sonra yaşayiş olmayib.Mənzil Yelçəkəndir.Müasir tələblərə cavab verən 2 sürətli lifti var.Qazi suyu işiği daimidir.Sənədi Kupçadir.Mənzilin təmirində seçilən rəng tonlari ürəkaçan və işiqli aura yaradib.Real alicilar əlaqə saxlaya bilərsiniz.          Şirkətin Xidmət Haqqi 1%,18,Bakı,Nəsimi rayonu,2-ci mikrorayon,metro. Memar Əcəmi
209746,2022-05-14,Köhnə tikili,6 / 6,90,3,Kupça,147000,Vasitəçi / Rieltor,"Sənəd Kupça ( reyestr çıxarışı ) İpotekayada yararlı, Ciddi müştəriyə sahibi tərəfindən endirim nəzərdə tutulur.   Bakı şəhərinin tam mərkəzində, Səməd Vurğun parkının yanı, 6 mərtəbəli eksperimental binanın 6-cı mərtəbəsində, qanuni 3 otaqlı, lift, geniş həyəti, həyətində sakinlər üçün avto-parking, geniş balkonlu = skvoznoy, ümümi sahəsi 90_kv_m. olan mənzil SATILIR. Real müştərilər əlaqə saxlaya bilərlər.",21,Bakı,Nəsimi rayonu,metro. 28 May,
209744,2022-05-14,Köhnə tikili,9 / 5,70,3,Kupça,85000,Vasitəçi / Rieltor,"Sumqayıt ş. 10-cu mikrorayon 9/5-də 3 otaq mənzil satılır.Orta blok, orta mənzildir.Normal təmirlidir.ƏŞYALI (mebellərlə birlikdə) satılır.Otaqların və hamam-tualetin girişi ayrıdır.Qaz, Su, İşıq daimidir.Sənədləri qaydasındadır.Yol qırağı binadır.Səməd Market yaxınlığında yerləşir.Xahiş olunur real alıcılar əlaqə saxlasın.Xidmət haqqı-1% dir.",18,Sumqayıt,10-cu mikrorayon,,
209742,2022-05-14,Köhnə tikili,9 / 5,70,3,Kupça,85000,Vasitəçi / Rieltor,"Sumqayıt ş. 10-cu mikrorayon 9/5-də 3 otaq mənzil satılır.Orta blok, orta mənzildir.Normal təmirlidir.ƏŞYALI (mebellərlə birlikdə) satılır.Otaqların və hamam-tualetin girişi ayrıdır.Qaz, Su, İşıq daimidir.Sənədləri qaydasındadır.Yol qırağı binadır.Səməd Market yaxınlığında yerləşir.Xahiş olunur real alıcılar əlaqə saxlasın.Xidmət haqqı-1% dir.",15,Sumqayıt,10-cu mikrorayon,,
209741,2022-05-14,Yeni tikili,27 / 26,106,2,Kupçasız,168000,Vasitəçi / Rieltor,"Təcili mənzil satılır. Yasamal rayonu,Tbilisi prospektində,Grand Hayat yaşayış kompleksində,qanuni 2 otaqlı, ümumi sahəsi 106 kv.m olan,27 mərtəbəli binanın 26-cı mərtəbəsində mənzil satılır. Mənzildə elektirik və  santexnika  işləri tamamlanıb və dikt vurulub .Binanın mühafizə olunan həyəti, 6 sürətli liftlər, 3 mərtəbəli yeraltı avtodayanacağı mövcuddur.",17,Bakı,Yasamal rayonu,,
209740,2022-05-14,Yeni tikili,16 / 9,100,3,Kupça,217000,Vasitəçi / Rieltor,TƏCİLİ MƏNZİL SATİLİR!!!!  TAM TƏMİRLİ!!!!  KUPÇASI VAR!!!!    Fasilesiz su qaz işiq  İşiqli geniş menzildir  İnfrastruktur cehetten çox əlverişli  Şəhərin bir çox nöqtələrinə ictimai nəqliyat keçir    Əlavə məlumat üçün əlaqe saxlaya bilersiniz    Ofis xidmet haqqi 1% təşkil edir...,16,Bakı,Nərimanov rayonu,,
209738,2022-05-14,Köhnə tikili,9 / 5,70,3,Kupça,85000,Vasitəçi / Rieltor,"Sumqayıt ş. 10-cu mikrorayon 9/5-də 3 otaq mənzil satılır.Orta blok, orta mənzildir.Normal təmirlidir.ƏŞYALI (mebellərlə birlikdə) satılır.Otaqların və hamam-tualetin girişi ayrıdır.Qaz, Su, İşıq daimidir.Sənədləri qaydasındadır.Yol qırağı binadır.Səməd Market yaxınlığında yerləşir.Xahiş olunur real alıcılar əlaqə saxlasın.Xidmət haqqı-1% dir.",16,Sumqayıt,10-cu mikrorayon,,
