id,date,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13
958273,2022-07-12,Yeni tikili,16 / 15,62.5,2,Kupça,50000,Vasitəçi / Rieltor,"Sumqayıt şəhər 10 cu mkr yeni tikili   kristal Abşeronda 16/15 ci mərtəbəsi 2 otaq 62,5 kv.m orta tam təmirli, mətbəx mebeli, kombi sistemi, otaqların girişləri ayrı, mətbəx ayrı. Mənzil 5 illik ipatekadadır 2 il 3 ayı ödənilib, 2 il 7 ayı qalıb aylıq ödənişi 1637 manat, ilkin ödəniş kimi ələ 50000 manat.",16,Sumqayıt,10-cu mikrorayon,,
287153,2022-07-12,Yeni tikili,17 / 16,93,3,Kupça,183000,Vasitəçi / Rieltor,"20 Yanvar metrosu yaxinliginda Melissa Parkda 17 mertebeli binanin 16-ci mertebesinde,umumi sahesi 93 kv2 olan tam təmir olunmuş ,tam əşyalı 3 otaqli menzil satılır.Bina cox elverisli yerde yerlesir. Binanin etrafinda mekteb, bagca, supermarket ve diger lazimi infrastruktur var. Qazi, suyu, isigi daimidir. Senedi Kupçadir Qiymeti 183000",9,Bakı,Yasamal rayonu,metro. 20 Yanvar,
268341,2022-07-12,Yeni tikili,17 / 15,75,2,Kupçasız,80000,Vasitəçi / Rieltor,"Sumqayıt şəhər 8 ci mkr yeni tikili 17/15 cı mərtəbəsi 2 otaq 75 kv.m tam təmirli, mətbəx mebeli, kombi sistemi, bir balkon  dəniz mənzərəsi.   Reallıq olsa endirim olacaq.",7,Sumqayıt,8-ci mikrorayon,,
287151,2022-07-12,Yeni tikili,18 / 10,230,4,Kupça,350000,Vasitəçi / Rieltor,"28 May metrosunun yanında yeni inşa edilmiş, Dəniz mənzərəli, ideal proektdə malik 4 otaqlı mənzil satılır. Kupçalı, Qazlı və yaşayışa verilmiş binanın yeraltı qarajı mövcuddur. Yalnız sizin ünvanda satılacaq mənzil çox təcili qiymət ilə təklif olunur( Endirim olacaq). Nadir olanların ünvanında Real Əmlak CEYHUN M",11,Bakı,Nəsimi rayonu,metro. 28 May,
287148,2022-07-12,Yeni tikili,18 / 9,206,4,Kupça,350000,Vasitəçi / Rieltor,Azadlıq prospektində inşa edilmiş füsünkar bir binada   AZADLIQ PALACE  yaşayış binasında ən ekskluziv və tələb görən proekt 4 otaqlı təmirsiz mənzil satılır. Sizin ünvanda Real Əmlak CEYHUN M,9,Bakı,Nəsimi rayonu,metro. 28 May,
287142,2022-07-12,Yeni tikili,18 / 15,190,4,Kupça,515000,Vasitəçi / Rieltor,"“Vurğun Residence” Standartların tətbiqində inovasiya etmiş yaşayış premiumunda,rahatlıq və təhlükəsizliyinizə xidmət edəcək bir mənzil Sizlər üçün təqdim olunur.  Mənzilin ümumi sahəsi 190 kv.m-dir:  Mərkəzləşdirilmiş istilik və üç fazlı elektrik enerjisi ilə təchiz olunmuşdur.Əsas girişdə və VİP blokda olan mənzil dəyərli olanların ünvanında satılır Real Əmlak CEYHUN M",12,Bakı,Nəsimi rayonu,metro. 28 May,
287141,2022-07-12,Yeni tikili,12 / 8,81,2,Kupçasız,126000,Vasitəçi / Rieltor,"  Qara Qarayev M/st cixisi    Orbita Premium MTK    Podmayak,2 otag,12/8 mertebe,81 kv    Sened Muqavile,Butun xercler daxil    Menzilde 50 % temir isleri gorulub.    Real aliciya endirim ede bilerem      Melumat ucun elaqe saxlayin      Ofis xidmet haqqi 1 %",10,Bakı,Nizami rayonu,metro. Qara Qarayev,
284144,2022-07-12,Yeni tikili,17 / 14,116,3,Kupça,161700,Vasitəçi / Rieltor,"  Qara Qarayev M/st cixisi    Orbita MTK    Podmayak 3 Otag,17/14 mertebe,115,5 kv    Sened Muqavile,Binada kupca var.      Melumat ucun elaqe saxlayin      Ofis xidmet haqqi 1 %",6,Bakı,Nizami rayonu,metro. Qara Qarayev,
284206,2022-07-12,Yeni tikili,12 / 2,125.32,3,Kupçasız,150000,Vasitəçi / Rieltor,"  Qara Qarayev M/st cixisi    Orbita Premium MTK    Podmayak,3 otag,12/2 mertebe,125 kv    Sened Muqavile      Melumat ucun elaqe saxlayin      Ofis xidmet haqqi 1 %",6,Bakı,Nizami rayonu,metro. Qara Qarayev,
287096,2022-07-12,Yeni tikili,17 / 8,62,2,Kupça,90000,Vasitəçi / Rieltor,H.Aslanov metrosunun yaxlnllglnda X.Memmedov kucesinde yeni tikili-17-mertebeli binanln-8-ci mertebesinde-62km sahesi olan-2-otaga duzelmiw temirli menzil satlllr.istilik sistemi kombidir.Qiymet-90000azn.Ofis haqql-1000az tewkil edir.,14,Bakı,Xətai rayonu,metro. Həzi Aslanov ,
