id,date,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13
106456,2022-02-27,Yeni tikili,18 / 2,125,3,Kupça,182000,Vasitəçi / Rieltor,"TƏCİLİ...KUPCALI...Həzi Aslanov metrosu. Keyfiyyətli və yeni təmirli mənzildir. Əşyasız satılır, mətbəx mebeli qalır.  Qaz, su, işıq daimidir. İstilik sistemi kombidir. 3 eyvanı var, 1-i cambalkondur.Binanın yeraltı qarajı və 7/24 mühafizə xidməti var.       Xidmət haqqı 1%-dır",11,Bakı,Xətai rayonu,metro. Həzi Aslanov ,
106454,2022-02-27,Yeni tikili,19 / 6,75,3,Kupça,88000,Əmlak sahibi,"Sabuncu r-n.,Bakixanov ges.,Akkord MTK-nin ,en prestij 1ci binasinda, 7/20 mertebesinde ,sahesi 75 kv.m., tam temirli, istilik sistemi kombi, ,3 otagli menzil. Yeralti garaj,uwag meydancasi,shlagbaum ile heyete giriw,domofonla gapi,lift acarnan.Gazi,iwigi,suyu daimi.Senedi- Cixariwdi..Butun infrastruktur etrafinda.Real aliciya endirim ola biler.     В Сабунчинском р-не,в пос. Бакиханова, в Аккорде МТК-а,в самом престижном 1ом здании, в 7/20 этаже,площадью 75 кв.м.,с ремонтом,с отопительной системой комби, продается 3 комнатная квартира.Имеется подземный гараж,детская площадка,вход во двор с шлагбаумом,домофон,лифт на ключе.Свет,газ,вода постоянно. Документы-Купчая.Вся инфраструктура вокруг.Реальному покупателю небольшой торг уместен.",14,Bakı,Sabunçu rayonu,Bakıxanov qəs.,metro. Koroğlu
106453,2022-02-27,Yeni tikili,13 / 1,52,1,Kupça,25000,Vasitəçi / Rieltor,Sumqayıt.ş 6 cı mkr yenitikili binada 13/1 ci mərtəbəsində 52 kv.m 1 otaq super təmili hazır kreditdə olan mənzil satılır  kredit 240 aylıq olub 32 ayı ödənilib 208 ay ödənişi qalıb aylıq ödəniş məbləği 337 azn ilkin ödəniş isə 25000 azn deyilir endirim olacaq bu günə kimi ev sahibi ilkin ödənişlə birlikdə 35000 azn ödəyib təcili olduğuna görə 25000 azn istiyir,21,Sumqayıt,6-cı mikrorayon,,
106452,2022-02-27,Yeni tikili,9 / 5,55,3,Kupça,54500,Vasitəçi / Rieltor,Masazirda Esas yolun kenarinda yeni tikili 9 mertebeli binanin 5 ci mertebesinde 3 otaqla duzelme temirden yeni cixmiş menzil bina yaşayişli binadir dayanacaga yaxindir yaxinliqda bir cox iaşe abyektleri var sened kupca,11,Abşeron,Masazır,,
106451,2022-02-27,Köhnə tikili,9 / 8,57,2,Kupça,105000,Vasitəçi / Rieltor,Ahmedlide  Zekalar litseyin yanl .binanln prayekti kiyevdir. 2 otaq yujnu uqlavoy kuxna balqona keçirilib evde bütün eşyalar qalır. Şekiller eve aiddir .her zaman eve baxa bilersiz ev tam temirli evdir.Ofis xidmet pulu 1% dlr,13,Bakı,Xətai rayonu,metro. Əhmədli,
106449,2022-02-27,Köhnə tikili,9 / 8,65,2,Kupça,68000,Vasitəçi / Rieltor,"Orta blok, asan xidmətin yaxınlığında, 9 mərtəbəli binanın 8 ci mərtəbəsi 2 otaqlı təmirsiz mənzil çox sərfəli qiymətlə satışda. Qaz, işıq, su daimidir. İstilik sistemi mərkəzidir. Sənəd kupça. Reyal alıcılar əlaqə saxlasınlar.",20,Bakı,Sabunçu rayonu,Bakıxanov qəs.,metro. Neftçilər
106448,2022-02-27,Köhnə tikili,9 / 9,65,3,Kupça,80000,Əmlak sahibi,Hovsanda.9/9 cu mertebede ela temirli ev.4cu blokdu..blok 2 menzilden ibaretdi..sexsi mulkdu. Kupca var.. ev 65kv di.su qaz isiq ve katv interneti daimidi.su ve qaz kartladi. Merkezi isdilik sistemi movcuddur. Pol laminatdir.   Binanin arxasinda baxca ve sol terefinde mekteb var..yaxinliqda 50metr mesfede araz market ve bazar var. Evin dam ortuyu yenilenib.. binaya yeni lifte temin olunub. Evde modem.su qizdirici.metbexde boyuk skaf qalacaq.ev telefonuda var.  Otaqlar en son deble temir olunub..bahali ve kefiyetli matirallarla..metbex mebeli sokulub..yenisini alan sexs qoyacaq.. otaqin biri temirsizde zovqe gore temir ede bilersiz.tok xetti atilib.cuzi xerc teleb edir.  Gir yasa.qiymetde cuzi endirim edecem. Tecili satilir..  Whatsappda elave sual yaranarsa yaza bilersiniz.,19,Bakı,Suraxanı rayonu,Hövsan qəs.,metro. Əhmədli
106445,2022-02-27,Yeni tikili,13 / 10,52,2,Kupçasız,54500,Vasitəçi / Rieltor,Xirdalanda Merkezde 3 nom mektebin yani yeni tikili 13 mertebeli Binanin 10 cu mertebesinde 2 otaqli Temirden yeni cixmiş menzil Binada qaz su işiq daimdir 24 saat muhafize binanin işlek lifti var tam yaşayişli binadir sened aaf parka mexsus muqaviledir,13,Xırdalan ş.,,,
106444,2022-02-27,Köhnə tikili,5 / 4,82,3,Kupça,165000,Vasitəçi / Rieltor,"Hüseyn Cavid parkı və Vergilər Nazirliyi yaxınlığında yerləşən 5 mərtəbəli Stalinka layihəli binanın 4-cü mərtəbəsində 3 otaqlı mənzil satılır. Mənzilin otaqlarının hündürlüyü 3.30 metrdir, döşəmə parketdir. Ətraflı məlumat üçün zəng edin.",17,Bakı,Yasamal rayonu,metro. Elmlər Akademiyası,
106437,2022-02-27,Yeni tikili,17 / 9,105,3,Kupça,180000,Əmlak sahibi,"Metro Q.Qarayevdə Bona Dea hospitalın yanı Orbita MTK kompleksində 3otağlı mənzilimi satıram.Sahəsi 105kvm 9/17mərtəbə əla təmirlidir,qaz var mənzildə sənəd çıxarışdır.Maraqlanan şəxslər əlaqə saxlıya bilər.",21,Bakı,Nizami rayonu,8-ci kilometr,metro. Qara Qarayev
