id,date,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13
902073,2022-02-10,Yeni tikili,16 / 2,55,1,Kupça,83500,Vasitəçi / Rieltor,20 yanvar metrosunun cixiwinda yerlesir.iki otaqa duzelib.icindeki.mebeller qalir.temiri normaldir.alib kiraye vermek ucun ideal variantdi,3,Bakı,Nəsimi rayonu,1-ci mikrorayon,metro. 20 Yanvar
967585,2022-02-10,Yeni tikili,18 / 16,45,1,Kupça,88000,Vasitəçi / Rieltor,9 cu mkr terlanin yaninda elit binadir.binanin iki mertebeli qaraci var.menzil super temiridir.esyalari hamisi qalir.alib kiraye vermeye ideal variantdi,4,Bakı,Binəqədi rayonu,9-cu mikrorayon,metro. Memar Əcəmi
933211,2022-02-10,Köhnə tikili,5 / 4,60,3,Kupça,93000,Vasitəçi / Rieltor,Ecemi metrosunun cixiwinda yerlesir.otaqlara giriw ayri ayridir.orta temirlidir.,7,Bakı,Nəsimi rayonu,3-cü mikrorayon,metro. Memar Əcəmi
978376,2022-02-10,Köhnə tikili,9 / 2,60,3,Kupça,104000,Vasitəçi / Rieltor,M.ecemiye yaxin 4 mkrayonda 9/2 ci mərtəbəsində 2-otağ 3-otağa düzəlmiş leningrad 60 k/m təmirli mənzil təcili satılır qazı suyu işığı dayımadır kupca var binanın həyəti və binanın özü dovlət tərəfindən təmir olunub həyətində uşağlar ücün hər bir şərayıt var yaxınlığda məktəb baxca və ticarət mərgəzləri var xayış edirəm fikri citdi olanlar zəng vurzun başqa mənzillərimizdə var,19,Bakı,Nəsimi rayonu,metro. Memar Əcəmi,
978374,2022-02-10,Köhnə tikili,9 / 5,98,4,Kupça,82000,Vasitəçi / Rieltor,"Sumqayıt şəhəri, 10 -cu mkr., Kiyev layihəli binanın 9/5 mərtəbəsində 4 otaqlı künc mənzil satılır. Mətbəx və sanuzel əla, otaqları sadə təmirlidir. Kombi ilə təchiz olunub, mətbəx mebeli var. Real alıcıya qiymətdə güzəşt ediləcəkdir.",28,Sumqayıt,10-cu mikrorayon,,
978370,2022-02-10,Yeni tikili,19 / 16,118,3,Kupçasız,135000,Vasitəçi / Rieltor,neftciler metrosu yaxin erazide 19 mertebeli binanin 16ci mertebesinde umumi sahesi 118 kv olan 2nin 3e olan 3 otaq temirsiz menzil  satilir qiymetde razilaümag olar,16,Bakı,Xətai rayonu,metro.  Xətai,
978368,2022-02-10,Yeni tikili,18 / 18,97,2,Kupçasız,77000,Vasitəçi / Rieltor,"Çox çox tecili satilir!!!   Qiymetde endirim olundu!!!      9-cu mkr Mir Cəlal küçəsi, ekoloji cehetden elverisli erazide Mir Celal ve Zerife Eliyeva parkina yaxin,Terlan shadliq sarayinin yaxiniginda super temirli seliqeli menzil satilir!Binada su,isiq daimidir.Qaz blokda var.Alan shexs qaz ucun muraciet ede biler.Menzil merkezi isitme sistemile qizdirilir.Satish zamani esyalarin bir hissesi qalacaq.Sened MTK muqavilesi ve maliyye arayisidir.Real alicilar votsapa yaza bilersiniz.        Sirketin xidmet haqqi 1%",21,Bakı,Binəqədi rayonu,9-cu mikrorayon,metro. Nəsimi
978366,2022-02-10,Yeni tikili,16 / 12,160,3,Kupça,330000,Vasitəçi / Rieltor,"Təcili satilir!Nerimanov rayonu Təbriz kücəsində.Herdər Əliyev mərkəzinin yaninda.3 otaqli yaxşı temirli cgenis menzil satilir.ümumi sahəsi 160 kv.mdir.kupcada 136.8 kv.mdir.Menzil skvaznoy(yelceken) menzildir.Binada 2eded Sigma liftler,yeralti parking,tam yasayisli,qazli ve cixarisli binadir.mətbəxt mebeli və kombi guraşdirilib.Elave melumat ucun zeng ede bilersiz",19,Bakı,Nərimanov rayonu,metro. Nəriman Nərimanov,
978365,2022-02-10,Yeni tikili,16 / 9,105,3,Kupça,180000,Vasitəçi / Rieltor,Qara Qarayev metrosu ərazisində  Bona dea  beynəlxalq hospitalın yanında 16 mərtəbəli binanın 9-cu mərtəbəsində əla təmirli 3 otaqlı mənzil satılır.Mənzildə təmirdən sonra yaşayış olmayıb.Çıxarış (kupça) var.Real alıcıya endirim olacaq.Əmlak ofisinə ödəniş alıcı tərəfindən məbləğin 1%-ni təşkil edir,22,Bakı,Nizami rayonu,8-ci kilometr,metro. Qara Qarayev
978364,2022-02-10,Köhnə tikili,9 / 9,110,4,Kupça,120000,Vasitəçi / Rieltor,Neapol Dairesinde Kiev Lshiyeli orta blok 4 otaqll menzil satlllr.Sehere Gozel Menzeresi Var.Dkvaxoydur her iki terefe baxlsl var.Menzilde bezi esyalar qalacaq.Su islq qaz merkezi istilik var.Mekteb baxca market yaxlnlqdadlr.Sened kupca(Clxarls) Ipatekaya Yararlldlr.Ofis Xidmet Haqql 1 Faiz Tedkil Edir.,18,Bakı,Xətai rayonu,Əhmədli,metro. Əhmədli
