id,date,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13
109246,2022-03-01,Yeni tikili,16 / 11,100,3,Kupçasız,175000,Vasitəçi / Rieltor,Gənclik şadlıq sarayı yaxınlığında 16 mərtəbəli yeni tikili binanın 11-ci mərtəbəsində yerləşən 3 otaqlı mənzil satılır. Ətraflı məlumat üçün zəng edin.,21,Bakı,Nərimanov rayonu,metro. Gənclik,
109244,2022-03-01,Köhnə tikili,3 / 1,200,4,Kupça,170000,Vasitəçi / Rieltor,"Qorodok adlanan ərazidə, rus kilsəsinin yaxınlığında, yol qrağında yerləşən stalinka layihəli 3 mərtəbəli arxitektur binanın 1-ci mərtəbəsində artırma ilə 2 otaqdan 4 otağa düzəlmiş mənzil satılır. Mənzilin hər iki tərəfə çıxışı var.  Mənzilin sahəsi 120 kv/m (sahəsi 35 kv/m zal, hər birinin sahəsi 20 kv/m olan 3 yataq otağı, 20 kv/m mətbəx) +70kv/m qaraj, +20 kv/m həyət. Mənzilin hündürlüyü 4m, divar qalınlığı 80 sm, . Mənzil yeni tikili tiplidi, qapısı pultnan idarə olunan qarajı var, obyekt və hostel kimi istifadə etmək mümkündür.",19,Bakı,Yasamal rayonu,,
109238,2022-03-01,Yeni tikili,16 / 12,70,2,Kupçasız,120000,Vasitəçi / Rieltor,"TECILI SATILIR !!!!   Yeni yasamal;da Albali Usaq Baxcasina Yaxin Esed Ehmedov kucesinde 16 mertebeli Biannin 12-ci mertebesinde 1 Den 2-ye Gozel Zovqle Deyisilmis Menzil Satilir .Menzil Yeni temir edilib .Temirinde Bahali Ve keyfiyyetli Materiallardan Istifade Olunub .Binada qaz,su,isiq lift daimidir .  Xidmet haqqi 1%",19,Bakı,Yasamal rayonu,Yeni Yasamal qəs.,metro. İnşaatçılar
983432,2022-03-01,Yeni tikili,19 / 9,70,2,Kupçasız,120000,Vasitəçi / Rieltor,"Qara Qarayev,Xezer inshaat ! 19/9 70 m2 qanuni 2 otaqli Eshyali menzil satilir!  SENED:MUQAVILE",8,Bakı,Nizami rayonu,metro. Qara Qarayev,
109235,2022-03-01,Yeni tikili,19 / 17,88,3,Kupçasız,145000,Vasitəçi / Rieltor,"HEZI ASLANOV- PANARAMA PARK yaşayış kompleksində yerlesen 19 mertebeli binanin 17 ci mertebesinde Tam Temirli Umumi sahesi 88 kv/m 2 otaqdan 3 otaqa duzelib  menzil satilir.Menzilde ..Sehere Ve Denize Gozel Pamarama,... Usaqlarin isdiraheti ucun genis heyet,..Masinlarin saxlanmasi ucun ise Yeralti Qaraj Movcuddur.Bina 7/24 kamera musahidesindedir.",25,Bakı,Xətai rayonu,metro. Həzi Aslanov ,
988921,2022-03-01,Yeni tikili,18 / 14,66.42,1,Kupçasız,83000,Vasitəçi / Rieltor,"Badamdar qəsəbəsində 1C Massivində Olimpus Park MTK tərəfindən insa edilmiş 18 mərtəbəli binanin 14-cu mərtəbəsində yerleşən suvaqli (podmayak) mənzil satilir. Mənzilin mətbəxi cox genisdir,balkon böyükdür. Həm mətbəxdən, həm də otaqdan balkona çıxış var. Mənzildən dəniz istiqamətinə gozəl mənzərə açılır. Mənzili peredelka elə 2 otaqlı da etmək mümkündür. Binanin yeralti qaraji, muhafizə olunan heyeti, kodlu girish qapisi, 3 surətli lifti var. Menzilin proyekti cox idealdir. Maraqlananlar qeyd olunmus nomrə ile əlaqə saxlaya bilər.",11,Bakı,Səbail rayonu,Badamdar qəs.,
109228,2022-03-01,Köhnə tikili,5 / 2,80,3,Kupça,105000,Vasitəçi / Rieltor,Nizami rayonu nefciler metro stansyasinin yaninda 5 mertebeli das xurusofaqli lahiyeli binanin 2 ci mertebesinde 3 otaqli ela temirli menzil satilir binanin yasil genis heyeti aftomobil parkovakaski ucun xususi yeri besetekasi ve usaq meytancasi var yaxin erazide mekteb kolec ve usaq baxcalari menzil bazar qiymetide asagi qiymete verilir yerlesir BAKI EMLAK AGENTLIYI,14,Bakı,Nizami rayonu,metro. Neftçilər,
106459,2022-03-01,Yeni tikili,13 / 11,93,3,Kupçasız,87000,Vasitəçi / Rieltor,"Xırdalan, qazlı və tam yaşayışlı yeni tikili 13 mərtəbəli yaşayış binasında 11-ci mərtəbədə, ümumi sahəsi 93 kvadratmetr, original 3 otaq, əla təmirli mənzil 87000 AZN-ə satılır. Qaz, su, elektrik enerjisi fasiləsizdir. Kombi sistemi hazır və işləkdir. Hamam otağı və sanitar qovşaq tam təmirlidır. Binanın 24 saat mühafizə və müşahidə olunan geniş həyətyanı sahəsi, avto-dayanacağı, liftlər üçün generatorları, uşaq əyləncə parkı var. Məktəb, bağça, supermarket piyada məsafəsindədir. Avtobus dayanacağı binanın qarşısındadır. Daha ətraflı məlumat üçün əlaqə saxlaya bilərsiniz. Təşəkkürlər..!",5,Xırdalan ş.,,,
109192,2022-03-01,Köhnə tikili,12 / 4,65,2,Kupça,95000,Vasitəçi / Rieltor,Kupcali menzil Medeyra HOSPITAL ILE uz uze !!  Ayna Sultanovanin yaxinligi Azadliq metrosunua ve genclik metrosuna yaxinliqda Ecemi NAXCIVANI KUCESI  su isiq daimidir  istilik sistemi merkezidir  DIQQET menzil orta temirlidir !  RAdnoy 2 otaqdir  kosmetik temire ehtyac var  yer parketdir (slvovka olunub laklanmalidir )  aboylar deyisilmelidir    ciddi sexsler elaqe saxlasin ! xidmet haqqi 1%  Binada qaz yoxdur ta evvelden tikilen vaxtdan umumiyyetle qaz olmayib !(tehlukesizlik cehetden ),17,Bakı,Binəqədi rayonu,8-ci mikrorayon,metro. Azadlıq prospekti
108916,2022-03-01,Köhnə tikili,9 / 6,82,3,Kupça,140000,Vasitəçi / Rieltor,"Tecili !!!  Sebail rayonu,Izzet Nebiyev kucesi,Milli Meclisin arxasinda,Dagustu Parka 1dq-lik mesafede,bulvara panarama,,9-mertebeli binanin 6-ci mertebesinde umumi sahesi 82kvm olan,radnoy 3-otaqli menzil satilir,kupca var,qaz,su,isiq daimidir...  Sirket xidmet haqqi 1%",13,Bakı,Səbail rayonu,metro. İçəri Şəhər,
