id,date,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13
277750,2022-07-04,Köhnə tikili,5 / 4,50,2,Kupça,91000,Vasitəçi / Rieltor,Memar Əcəmidə ELİT kontingenti olan ərazidə metroya cəmi 2 dəqiqəlik piyada məsafədə ABAD HƏYƏT LAYİHƏSİ ilə restarvasiya olunmuş 5 mərtəbəli binanın 4-cü mərtəbəsində ORTA BLOK SUPER TƏMİRLİ !!! 2 otaqlı otaqları ayrı-ayrı (yəni RAZDEL) olan mənzil satılır.Binanın qarşısında bütün iaşə obyektləri cəmləşib və Parka yaxındır.Bir sözlə yaşamaq üçün ideal mənzildir.Qaz su işıq daimidir.İstilik KOMBİ.Qeydiyyat təmizdir.Real alıcı ilə razılaşmaq olar.Ətraflı məlumat üçün zəng edin.,11,Bakı,Nəsimi rayonu,3-cü mikrorayon,metro. Memar Əcəmi
277746,2022-07-04,Köhnə tikili,5 / 3,50,2,Kupça,87000,Vasitəçi / Rieltor,Memar ecemi metronun yanı gözal temirli 2 otaq orta bulok ve otaqlar ayrı ayrı olan2 otaqlı manzil satılır.. isdilik kombi 9_nömrali orta mekteb yanı yeri cox gözal isdadiyviz vaxt baxa bilersiz..senet kupca alqı satqı günü acar tehvil verilacak .,11,Bakı,Nəsimi rayonu,2-ci mikrorayon,metro. Memar Əcəmi
277743,2022-07-04,Köhnə tikili,5 / 3,50,2,Kupça,96500,Vasitəçi / Rieltor,"Memar Əcəmi metrosunun yaxınlığında, 5mərtəbəli binanın 3cü mərtəbəsində 2otaqlı ideal təmirli mənzil satılır. Mənzil ORTA BLOKDA yerləşir, Mənzil çox yüksək səviyyədə təmir olunub. Təmirdən sonra yaşayış olmayıb. Alqı-satqıda təhvil veriləcək. Xahiş olunur ciddi alıcılar zəng etsin",13,Bakı,Nəsimi rayonu,2-ci mikrorayon,metro. Memar Əcəmi
277742,2022-07-04,Köhnə tikili,5 / 1,72,3,Kupça,75000,Vasitəçi / Rieltor,Ünvan: Sumqayıt şəhər 9-cu mikrorayon  3 otaq 9mkr 5/1 orta ev 72m.kv. Leninqrad layihə Yeni Həyat şadlıq sarayına yaxın böyük Dəhlizli 75.000azn,22,Sumqayıt,9-cu mikrorayon,,
277739,2022-07-04,Köhnə tikili,5 / 4,50,2,Kupça,88000,Vasitəçi / Rieltor,"5ci mikrarayonda, Qızıltac restoranın yaxinliginda Yol kenari 5mərtəbəli binanın 4cü mərtəbəsində 2otaqlı SUPER təmirli mənzil təcili satılır. Mənzil ORTA BLOKDA yerləşir, Istilik kombi Bina infrastruktur cəhətdən əlverişli ərazidə yerləşir.Senedler qaydasindadi Alqi satqi gunu acarlar aliciya tehvil vetilecek. Xahiş olunur ciddi alıcılar zəng etsin",14,Bakı,Nəsimi rayonu,5-ci mikrorayon,metro. Memar Əcəmi
277738,2022-07-04,Yeni tikili,11 / 9,83.4,3,Kupça,64000,Vasitəçi / Rieltor,qanuni 3 otaqlidir yelceken menzildir hamam tualet ayridir kombi var usaq otaqi ayridir uqul deyil sade temirlidir......... yeni acilmis xirdalan dost is merkezinin yani ABSERON GENCLER SEHERCIYI 10 SAYLI MEKTEB 10 SAYLI XESTEXANA BAXCA VAR  20 yanvardan masurutlar gelir 199 yola yaxin yerlesir,9,Xırdalan ş.,,,
219675,2022-07-04,Yeni tikili,14 / 3,125,3,Kupçasız,135000,Vasitəçi / Rieltor,Sumqayıt şəhər 18 çi mikrayonda Yeni tikili Super təmirli mənzil satılır kombi kuxna mebelı var isti polu duş kabina bahalı qapılar binada yaşayan var Super təmirli mənzil satılır 2 lifti var Elmar markete yaxın..müqavilədir yaxın zamanda kupca veriləcək.,12,Sumqayıt,18-ci mikrorayon,,
277735,2022-07-04,Yeni tikili,17 / 14,61.4,2,Kupçasız,102000,Əmlak sahibi,"Eyvandan gözəl görunüşü olan və geniş həyətə malik olan 8 Noyabr metrostansiyası(ikinci çıxışında) yaxınlığında Cəlil Məmmədquluzadə küçəsində 17 mərtəbəli yeni tikili binanın 14-cü mərtəbəsində yerləşən 1 otaqdan 2 otağa düzəlmiş mənzil satılır.Mənzilin ümumi sahəsi 61.4 m2. Qaz,su,işıq daimidir. Binada hər bir şərait var.Ərazi baxımından geniş infrastruktura malikidir. Ev istismara verilib istıdiyiniz zaman təmirə başlaya bilərsiniz. Qiymətdə razılaşma mümkündur.",18,Bakı,Nəsimi rayonu,metro. 8 Noyabr,
277734,2022-07-04,Köhnə tikili,9 / 2,56,2,Kupça,92500,Vasitəçi / Rieltor,Kiyev layihəli orta blok  Hamam tualet təzə təmirli otaqlar orta təmirli,10,Bakı,Xətai rayonu,Əhmədli,metro. Əhmədli
277732,2022-07-04,Köhnə tikili,5 / 5,105,5,Kupça,75000,Vasitəçi / Rieltor,48 kv.L 5/5 yol qiraqi 5 otaq 105 kv.m tam seliqeli  orta ev 75.000 +-,18,Sumqayıt,48-ci məhəllə,,
