id,date,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13
267240,2022-08-01,Yeni tikili,18 / 8,68,2,Kupça,105000,Vasitəçi / Rieltor,"Nizami rayonu Nefcilər metro yaxınlıgı  Nazlı şadlıq sarayının  yanı  Tam yaşayış olan bina  2 otaga cevrilmə  68 kv   18/10 mərtəbə  Pronto MTK  3 surətli lift  Qaz,su,işıq daimidi  Kupca var.",5,Bakı,Nizami rayonu,metro. Neftçilər,
301793,2022-08-01,Yeni tikili,20 / 19,68,2,Kupçasız,110000,Vasitəçi / Rieltor,"Nizami rayonu Nefcilər metro yaxınlıgı  Nazlı şadlıq sarayının  yanı  Pilot  Lahiyə  2 otaga cevrilmə  68 kv   20/19 mərtəbə  Nizami Rezidence MTK  3 surətli lift  Qaz,su,işıq daimidi  2 mərtəbəli qa  Qiyməti 110000 azn",8,Bakı,Nizami rayonu,metro. Neftçilər,
194866,2022-08-01,Yeni tikili,16 / 14,56,2,Kupçasız,75000,Vasitəçi / Rieltor,"Xirdalanda Heydər Əliyev Prospektində parkla üz-üzə yerləşən Abşeron City Yaşayış Kompleksində bina 9  16 mertebeli binanin 14-cu mertebesi umumi sahesi 56kv olan orjinal 2 otaqli yeni temirden cixmish menzil satilir. Bina yaşayışlı binadır, su iwiq daimdir. Qaz yaxim vaxtlarda verilecek. binanin suretli lifti var 24 saat muhafize olunur, genish heyeti, yeralti qaraji, sakinlerin istiraheyi ucun parki var. Kompleks daxilinde Bravo market, kantakt home fealiyyet gosterir. Yaxinliginda mekteb, baxca, marketler ve diger ictimai iawe abyektleri movcuddur. bina tam yawaywli binadir senedi muqavilədir. Bu və digər elanlarla əlaqədar ətraflı məlumat almaq üçün əlaqə nömrəsinə zəng vura bilərsiniz.",4,Xırdalan ş.,,,
311579,2022-08-01,Köhnə tikili,4 / 4,50,2,Kupça,52000,Vasitəçi / Rieltor,"Sumqayıt ş. 34-cü məhəllə 4/4-də 2 otaq mənzil satılır.Orta blok, orta mənzildir.Sadə təmirlidir.Qaz, Su, İşıq daimidir.Sənədləri qaydasındadır.Bina Bazara yaxın yerləşir.Xahiş olunur real alıcılar əlaqə saxlasın.Xidmət haqqı-1% dir.",27,Sumqayıt,34-cü məhəllə,,
311578,2022-08-01,Yeni tikili,19 / 17,105,3,Kupça,133900,Vasitəçi / Rieltor,"Təcili olaraq satılır!  20 yanavar metrosuna 5 dəqiqə məsafədə tam təmirli ev satılır.  Bütün sənədləri yerindədir.  Qaz, su, işıq daimdir.  Əlverişli ərazidə yerləşir.  İaşə obyektləri ilə əhatə olunub.  Əlavə məlumat üçün aşağıda qeyd olunan nömrə ilə əlaqə saxlaya bilərsiniz.  Ofisin xidmət haqqı 1%-dir.",8,Bakı,Nəsimi rayonu,metro. 20 Yanvar,
311577,2022-08-01,Köhnə tikili,5 / 5,55,3,Kupça,83000,Əmlak sahibi,"Çox təcili! Dəyərindən çox ucuz. Bakı şəhəri, Nizami rayonu, Bəkir Çobanzadə küçəsində 5 mərtəbəli binanin 5ci mərtəsində yerləşən 2 otaqdan 3 otağa düzələn mənzil satılır. Mənzilin təmiri yaxşıdır. Əşyalı satılır. Ətrafında məktəblər, bağçalar, marketlər, apteklər, parklar, əyləncə mərkəzləri var. Qiyməti 83000 manat. Ətraflı məlumat üçün zəng edə bilərsiniz.",12,Bakı,Nizami rayonu,8-ci kilometr,metro. Xalqlar Dostluğu
311574,2022-08-01,Yeni tikili,18 / 17,62,3,Kupça,113500,Vasitəçi / Rieltor,"Çox Təcili satılır!! Dəyərindən aşağı    AYNA SULTANOVA Elit ticarət mərkəzinin yaxınlığı 2 otaqdan 3 otağa düzəlmə təmirli mənzil satılır.Yerləşdiyi yer əl verişli yerdir.Şəhər panoramasış,qaz su işıq daima var.Şəhərin müxtəlif istiqamətlərinə rahat çıxa biləcəyiniz bir yer.    OFİS XİDMƏT HAQQI 1%",9,Bakı,Binəqədi rayonu,8-ci mikrorayon,
206937,2022-08-01,Köhnə tikili,5 / 4,120,5,Kupça,94500,Vasitəçi / Rieltor,"Sumqayit şeheri 18 mikrorayon, 5/4 mertebesi, 5 otaq Leninqrad lahiyeli, seliqeli temirli menzil satilir.. Merkezi istilik sistemi var, kondisioner de qalacaq.. Bina Elmar Markete yaxin yerleşir..",8,Sumqayıt,18-ci mikrorayon,,
311573,2022-08-01,Köhnə tikili,5 / 5,55,2,Kupça,58000,Vasitəçi / Rieltor,"Sumqayıt ş. 13-cü mikrorayon 5/5-də 2 otaqlı mənzil satılır.Leninqrad lahiyyəsidir,2 balkonu var.Otaqların və hamam-tualetin girişləri ayrı-ayrıdır.Hamam-tualet təmirlidir.Qaz,su,işıq daimidir.Mətbəx mebeli qalacaq.Green House tərəfdə yerləşir.Sənədləri qaydasında. Xahiş olunur real alıcılar müraciət etsinlər.",21,Sumqayıt,13-cü mikrorayon,,
311568,2022-08-01,Yeni tikili,17 / 14,57,2,Kupçasız,105000,Vasitəçi / Rieltor,Nizami ray Qara-Qarayev metro yanı Inci ş/s yanı Iteks Mtk inşa etmiş 17/14-ci mərtəbəsində 57 kv/m 1 otaqlının 2 otaqlıya cevrilmiş yaxşı təmirli polu parket olan mənzil satışa təqdim olunur.Mənzil şəxsi istifadə ucun təmir olunub təmirdə kefiyətli tikinti matreallarından istifadə olub təmirdən sonra az yaşayış olub. Xidmət haqqı 1%,15,Bakı,Nizami rayonu,metro. Qara Qarayev,
311566,2022-08-01,Yeni tikili,16 / 8,105.5,3,Kupça,129999,Vasitəçi / Rieltor,SATILIT!!    BİLƏCƏRİ DAİRƏSİNƏ yaxın ən əlverişli yerində  3 otaqlı 105.5 kvm sahəsi olan mənzil satılır.Mənzil genişdir rahatlıqla 4 otaqlıda etmek olar.Mənzil 16 mərtəbəli binanın 8ci mərtəbəsində yerləşir.Real alıcılar zeng etsin    OFİS XİDMƏT HAQQI 1%,14,Bakı,Binəqədi rayonu,Biləcəri qəs.,metro. Avtovağzal
311565,2022-08-01,Yeni tikili,16 / 8,150,4,Kupçasız,260000,Vasitəçi / Rieltor,"TƏCİLİ + QİYMƏT ENDİRİLDİ  28 MAY RESİDENCE  DƏNİZ MƏNZƏRƏLİ    28 may metrosunun üstü, Yeni tikili Pilot layihəli bina  28 may residence  də QANUNİ 4 otaqlı, Podmayak mənzil satılır. bU binada bu qiymətə mənzil yoxdur.    Ətraflı məlumat üçün əlaqə saxlaya bilərsiz.",12,Bakı,Nəsimi rayonu,,
311563,2022-08-01,Yeni tikili,20 / 10,134,3,Kupçasız,260000,Vasitəçi / Rieltor,Satilir!!! Ela temirli 3 otaq 4e duzelmis menzil teklif olunur. Real adamlar elaqe saxlasin zehmet olmasa. etrafli melumat verilecek. Qaraj da satilir 20000,12,Bakı,Səbail rayonu,Badamdar qəs.,metro. Elmlər Akademiyası
184192,2022-08-01,Köhnə tikili,5 / 5,35,2,Kupçasız,47000,Vasitəçi / Rieltor,Cox tecili Zigin dairesinde orta temirli 2otaq evin qarsisinda mekteb baxca marketler avtobusd ayanacaqi ve s. infrastrukturlar yerlesir istenilen vaxt baxmaq olar qaz su isiq daimi .merkesi istilik sistemi movcuddur Denize menzeresi movcuddur,5,Bakı,Suraxanı rayonu,Zığ qəs.,metro. Həzi Aslanov 
298228,2022-08-01,Köhnə tikili,5 / 5,72,3,Kupça,70000,Vasitəçi / Rieltor,"Sumqayit seheri 17 mk  5/5, orta ev das bina lend lahiyesi 3 otaq, , otaqlar ve tualet hamam ayri ayri girirsleri var,  dvlet istiliy sistemi var, binanin ustu dam ortuyudu, ,  qiymet 70 000 azn real aliciyla razilasma olnbacaq",8,Sumqayıt,17-ci mikrorayon,,
293705,2022-08-01,Köhnə tikili,5 / 5,130,5,Kupça,104500,Vasitəçi / Rieltor,"Sumqayıt ş-də. Leninqrad layihəli binada mənzil. Ərazi- 11 ci mkr.5/5-i.5 otaq.4 eyvanlı. Orta blok. Mənzilin təmiri əla vəziyətdədir,təmirli evdir. Mətbəx mebeli,Kombi cihazıda qalacaq. Mənzilin satış qiyməti- 110000 manata deyilir. ( Vasitəçi xidmət haqqı- Alıcı və Satıcı tərəfindən 1%-ödənilir ).",7,Sumqayıt,11-ci mikrorayon,,
311560,2022-08-01,Köhnə tikili,5 / 5,60,3,Kupça,76000,Vasitəçi / Rieltor,"!!!! TECILI SATILIR    Xalqlar dostlugu metrosunun yaxinligi Bakcell arenin yaninda Xrsovka proektli binada 5 ci mertebede yerlesen 3 otaqli (2 otaqdan 3 otaga duzeldilmis Temirli menzil tam esyalari ile birlikde tecili satilir.  Binanin cox genis heyeti var qazi,suyu,isigi daimidir  etrafli melumat ucun elaqe saxlaya bilersiniz   Ofis haqqi 1%",12,Bakı,Nizami rayonu,metro. Xalqlar Dostluğu,
311556,2022-08-01,Yeni tikili,11 / 10,48,1,Kupçasız,49000,Vasitəçi / Rieltor,19 cu mehelle 11/10 cu mertebesi 48m² sahesi 1 eyvanli menzil 2 otaqa duzelib sehere ve denize panarami var binanin qazi suyu isiqi ve islek lifti var menzil bosdur,26,Sumqayıt,19-cu məhəllə,,
