id,date,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13
391297,2022-10-08,Yeni tikili,9 / 5,62,2,Kupça,31000,Vasitəçi / Rieltor,"EN ASAGI ILKIN ODENISLE 2 OTAQLI/ Xirdalan Kristal ABSERON  1 de KREDITLE Sənədləşmə daxil  2 otaqli menzil satilir.Ilkin odenis 33000 manat 13 il  5 ay muddetine 660 manat odemekle bu menzile sahib ola bilersiz.Menzil 10/5 ci mertebesinde yerlesir. Sahesi 62 kv dir.Qaz,su,isiq,internet,24 saat muhafize var.Senedi KUPCADIR.Tek SEXSIYYET VESIQESI ILE SENEDLESDIRILIR.elave melumat ucun elaqe saxlaya bilersiz.Diger evlerimiz de var.",14,Xırdalan ş.,,,
391365,2022-10-08,Yeni tikili,12 / 1,37,2,Kupça,25000,Vasitəçi / Rieltor,TECILI…Qazlı kupçalı  binada  .1 otaqdan 2 otaga duzalma  manzil satilir.Sənədləşmə xərci daxil ilkin ödəniş  25000 manat 14 il aylıq 400 manat .Umumi sahəsi 37 kv/metrdir.bina Kristal Abşeronun binasidir.12 martabali binanin 1  ci martabasinda yerlawir.Yerdən hündürdür butun komunal xatlar cakilib.yawayiwli binadir.Tək şəxsiyyəıt vəsiqəsi ilə mənzil kokdən adınıza keçiriləcək.Ən əsası mənzilə qazda  verilir.Sənədləşmə xərci qiymətə daxildi. Bugun alın sabah köçün yaşayın. kombisidə var  .Binanın zirzəmisi 4 metr dərinliyində qarajdı.24 saat mühafizə xidməti var,10,Xırdalan ş.,,,
391237,2022-10-08,Yeni tikili,16 / 8,45,2,Kupça,32000,Vasitəçi / Rieltor,"Tecili…2 otağa düzəlmə mənzil aylıq 300 manat .Xırdalan şəhərində  Kristal Abşeronda  16 mərtəbəli binanın 8-cu mərtəbəsində ümumi sahəsi  45  kv.m olan 2 otağa düzəlmiş  tam təmirli mənzil satılır.Qazı,suyu,ışığı daimidir.kombi istilik sistemi var.2 lifti  daim işləkdir. Binada su kəsilmə,işiq sönmə problemi yoxdur.Təmirə dayanacaqsa belə qabaqcadan sakinlərı xəbərdarlıq edilir.Yeraltı su çəni ,generatoru  var.Bir sözlə yaşayış üçün hər bir şəraiti rahatçılığı var.Binanın altı avtoparkovkadı.Təcili olaraq satılır.Şəxsi mənzildi.Mənzil birbaşa alan şəxsin adına keçiriləcək. Evin sənədi kupçadır.Ilkin ödəniş 32000  manat   19  il  6 ay  aylıq 300  manat /9 ile 480 manat olacaq.",9,Xırdalan ş.,,,
393707,2022-10-08,Yeni tikili,12 / 3,40,2,Kupça,30000,Vasitəçi / Rieltor,TƏCİLİ.2 otağa düzəlmə mənzil aylıq 395 manat Ümumi sahəsi 40 kv.m Mənzil 13/3-cü mərtəbəsində yerləşir.Qazlı kupçalı binada hazır yaşayışlı Kristal Abşeronda tək şəxsiyyət vəsiqəsi ilə ilkin ödəniş 30000 manat 13 il 10 ay aylıq 395 manat Mənzildə mətbəx mebeli qalacaq Saygac pulu ödənilib istilik sistemi kombidir.24 saat lifti islək vəziyyətdədi .yuk və sərnişin .Kabel tv internet xətti var .Cox təcili olaraq satılır.Ev şəxsi mənzildi .Birbaşa mənzil adınıza keçiriləcək.Sənədləşmə xərci qiymətə daxildi.,12,Xırdalan ş.,,,
346835,2022-10-08,Yeni tikili,22 / 16,216,4,Kupça,486000,Vasitəçi / Rieltor,"Seherin merkezinde,port-baku ile uzbe-uz Azinkonun binasinda 2,3,4,5 otaqli pod-mayak temirsiz evler movcuddur,qiymet munasib kv metr 2250 aza,kubca var,qaz,su,isiq daimi,real alicilar zenk ede biler,vasitecinin xidmet hakqi 1%-teskil edir.",9,Bakı,Səbail rayonu,metro. 28 May,
394780,2022-10-08,Yeni tikili,10 / 5,182,4,Kupça,470000,Vasitəçi / Rieltor,Elmler metrosunun yaxinliginda yeni tikili 10 mertebeli binanin 8-ci mertebesinde 4 otaq menzil satilir.Menzilin senedi Kupcadir.Temirden sonra yashayish olmayib.Menzilde 1 qarderob otagi var.Menzilin bir otaginda yataq desti var.Binada daim islek liftler ve 24 saat muhafize xidmeti var.Avtoparking var.Elave melumat ucun elaqe saxlayin.,24,Bakı,Yasamal rayonu,metro. Elmlər Akademiyası,
394779,2022-10-08,Yeni tikili,15 / 8,82,3,Kupçasız,165000,Vasitəçi / Rieltor,Ekskluziv Teklif......Elmler Akademiyasi metrosunun cixisi Huseyn Cavid prospektinde Yeni tikili binanin 15|8 i 3 otaqli(ikiden uce ) menzil satisa cixdi....TAM TEMIRLI ESYALI...lifti kombi sistemi interneti qazi suyu isigi herbir seraiti var....etrafinda butun infrastruktur (market metro mekteb baxca ) var...).bu erazide bu qiymete menzil yoxdur.. xarice kocle bagli tecili satilir...real aliciya eve baxdiqdan sonra endirim olacag...ilin sonuna kimi kupca verilecek....votsap aktivdir.. ..ZAUR BEY,23,Bakı,Yasamal rayonu,metro. Elmlər Akademiyası,
394774,2022-10-08,Köhnə tikili,5 / 2,80,3,Kupça,106000,Vasitəçi / Rieltor,"TECILI !  IPOTEKAYA YARARLI !  Avtovagzal metrosu yaxinliginda yerlesen DASKEND layiheli DAW binada ELA TEMIRLI KUPCALI QANUNI 3 otaq menzil satilir. Temirden sonra yasayis olmayib. Qaz, su, isiq daimidir. Ofis haqqi 1% teskil edir.",26,Bakı,Binəqədi rayonu,metro. Avtovağzal,
394772,2022-10-08,Köhnə tikili,5 / 3,50,3,Kupça,75000,Vasitəçi / Rieltor,"TƏCİLİ SATILIR !    Düşmə variant !  Bu ərazidə belə ev bu qiymətə yoxdur!  Mənzilin kupçası var.    İnşaatçılar m/s 2 dəq məsafədə 2 saylı Tibb Kollecin yaninda köhnə tikili 5 mərtəbəli binanın 3 cü mərtəbəsində 2 otaqlı mənzil satılır.  Mənzilin əlavə artırması var.  Əşyasız satılır.  Binada qaz, su, işıq daimidir.    Ətrafli melumat ucun elaqe saxlaya bilersiniz !  Ofis haqqi 1%",38,Bakı,Yasamal rayonu,metro. İnşaatçılar,
394770,2022-10-08,Yeni tikili,19 / 15,222,4,Kupça,390000,Vasitəçi / Rieltor,"Elmler metrosu,Huseyn Cavid prospektinde,Mothercare magazasinin yaninda muasir standartlara cavab veren mohtesem yeni tikili 18 mertebeli binanin 15-ci mertebesinde 4 otaq yaxsi proektli menzil satilir.Istilik sistemi kombidir.Menzil yelcekendir (skvaznoydur).Iki eyvan (balkon) var.Menzilde 2 sanitar qovsaq ve qarderob var.Menzilin Denize gozel menzeresi var.Menzilin senedi Kupcadir.Qaz,su,isiq techizati daimidir.Binada muasir texnologiyaya uygun liftler ve 24 saat muhafize xidmeti var.Binada yeralti avtoparking var.Elave melumat ucun elaqe saxlayin.",18,Bakı,Yasamal rayonu,metro. Elmlər Akademiyası,
394768,2022-10-08,Köhnə tikili,9 / 8,60,3,Kupça,105000,Vasitəçi / Rieltor,Xaqlar Dostluğu metrosu yaxınlığında Sərhədçi İdman kompleksinin arxasında  2 otaqdan 3 otağa düzəlmə mənzil satılır.  Mərtəbə 9/8.  Bina Kiyev layihəlidir.  Mənzil orta blokda yerləşir.  Yelçəkəndir (skvaznoy).  İstilik sistemi mərkəzidir.  Bina infrastruktur cəhədən əlverişli ərazidə yerləşir.  Sənəd Çıxarış-Kupça.  Qiymət sondur  Alıcının Komissiya haqqı 1 % təşkil edəcək,13,Bakı,Xətai rayonu,metro. Xalqlar Dostluğu,
394766,2022-10-08,Yeni tikili,20 / 17,92,3,Kupça,155000,Vasitəçi / Rieltor,TECILI SATILIR!!! IPOTEKAYA YARARLI KUPCALI MENZIL SATILIR!!!  Bineqedi Rayonu 8-ci Mikrorayon 2 otagldan 3 otaga 1ci isignan pridelka olunub umumi sahesi 92kv  Her otaga Pencere dusur.ESYALI SATILIR Qaz Su Isiq daimidir.Istilik Kombidir.Menzil Esyali Satilir.Binanin 7-24 muhafize xidmeti movcuddur.Yaxinliginda market aptek bagca mekteb ve.s iase obyektleri movcuddur.Elave melumat ucun buyurun.Qiymetde Danisiq yeri olacaq.OFISIN XIDMET HAQQI 1%,17,Bakı,Binəqədi rayonu,8-ci mikrorayon,metro. Azadlıq prospekti
394764,2022-10-08,Köhnə tikili,5 / 4,70,3,Kupça,95000,Vasitəçi / Rieltor,Satılır3 otaqlı mənzil  Ünvan :  sumqayıt şəhər 41ci məhəllə 5/4 cü mərtəbəsində yerləşir orta evdir iki balkonu var təmirli evdir kombi var kuxna mebeli var lenproekt layihəsi otaqların xodları ayrı hamam tualet ayrı 2×6 metr balkonu var qiyməti 95000 manat    vasitəçi   ,33,Sumqayıt,41-ci məhəllə,,
