id,date,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13
118494,2022-03-08,Yeni tikili,16 / 10,75,2,Kupça,93000,Vasitəçi / Rieltor,"Asan xidmətin yaxınlığında, bakixanov rezidensin binasında, 16 mərtəbəli binanın 10 cu mərtəbəsində yerləşən 75 kv.m sahəli 2 otaqlı podmayak kupçalı mənzil münasib qiymətlə satılır. Qaz, işıq, su daimidir. Binanın müasir lift sistemləri, yeraltı qarajı sakinlərin istifadəsinə verilib. Reyal alıcılar əlaqə saxlasınlar.",17,Bakı,Sabunçu rayonu,Bakıxanov qəs.,metro. Neftçilər
118492,2022-03-08,Köhnə tikili,9 / 4,85,3,Kupça,116000,Vasitəçi / Rieltor,"QAZ+KUPÇA İPOTEKAYA YARALI MƏNZİL.  LENİNQRAT LAHİYYƏLİ   QANUNİ 3OTAQLI..  Həzi Aslanov metrosu Gəncə prospekti Xəzər univerimağı olan binada yola dayanacağa yaxın yerdə yerləşir.  Mənzil əşyasız satılır.Mənzilin bir balkonu mətbəxə qatılıb,o biri balkonun baxışı şəhərə baxır.  Əlavə məlumat üçün əlaqə saxlaya bilərsiniz.  Agentlik rüsumu alıcı tərəfdən 1%",16,Bakı,Xətai rayonu,metro. Həzi Aslanov ,
118490,2022-03-08,Yeni tikili,17 / 2,120,3,Kupça,160000,Vasitəçi / Rieltor,T E C I L I  S A T I L I R!!! Hezi Aslanov metrosunun cixisi KFC-nin arxasi Elitni binada 17/2-ci mertebesinde 120 kv 3 otaqli Kupcali orta temirli menzil satilir. Binada qaz-su-isiq daimidir isitme sistemi kombidir sened Kupca. Real alici olsa qiymetde razilasmaq olar. Ofis haqqi 1%. Satisda basqa evlerimizde var.,21,Bakı,Xətai rayonu,metro. Həzi Aslanov ,
118487,2022-03-08,Yeni tikili,17 / 17,87,3,Kupça,110000,Vasitəçi / Rieltor,"Qanuni 3 Otaqlı+Dəniz Ponaramalı+Kupçalı Mənzil    Həzi Aslanovda Gənclik Parki/Elite Palace in yaninda yerləşən yeni tikili binada qanuni 3 otaqlı əla təmirli mənzil satışa təqdim olunur.Mənzilin ümumi sahəsi 87 kv m di.Otaqlar genişdi.Döşəmələr bambuk Parketdi.Kupça texpasport var.Qaz su işiq daimidi.Mənzil Mansard deyil,Lift qalxır.Binanin sürətli lifti yerüstü və yeraltı parking ərazisi var.Mənzilə baxmaq üçün buyurub əlaqə saxlaya bilərsiniz.Xidmət haqqi 1 %",25,Bakı,Xətai rayonu,metro. Həzi Aslanov ,
118485,2022-03-08,Yeni tikili,16 / 16,72,2,Kupça,115000,Vasitəçi / Rieltor,"8 Noyabr pr ( Nobel pr ) Nargilə dairəsinin yanında Prezident Aparatı işçiləri üçün tikilimiş  Kontinent MTK-a məxsus yükəsk prestijli  16 mərtəbəli binanın 16-cı mərtəbəsində  ümumi sahəsi 72 kvm. olan qanuni 2 otaqlı mənzil satılır.  Mənzil xüsusi dizaynla və əla keyfiyətli materiallarla şəxsi istifadə üçün təmir olunmuşdur.  Mərkəzi istilik sistemi ilə təchiz edilib.  Generator var ,işıq problemi qəti olmur.  2 mərtəbəli yeraltı qaraj mövcuddur.  2 ədəd sürətli lift fasiləsiz olaraq fəaliyyət göstərir,qaraja qədər düşür.  24 saat mühafizə sistemi sakinlərin təhlükəsizliyini təmin edir.  Bina infrastruktur cəhətdən əlverişli əraziyə sahibdir.  Sənəd ÇIXARIŞ_KUPÇA.  Əgər, siz də daşınmaz əmlak almaq və ya satmaq istəyirsinizsə xidmətimizdən istifadə edə bilərsiniz.  Alıcının Komissiya haqqı 1 % təşkil edəcək.",16,Bakı,Xətai rayonu,metro. Əhmədli,
118483,2022-03-08,Yeni tikili,18 / 16,148,3,Kupça,185000,Vasitəçi / Rieltor,Bakı şəhəri Nizami rayonu Nefcilər mero yaxınlıgı Nazlı ş/s yanı Pronto Mtk- ya məxsus 148 kv sahəsi olan yaxş təmirli mənzil satışa təqdim olunur.Binaın geniş həyəti uşaqların oynaması ucun yaxşı şərait yaradılıb.Mənzil şəxsi istifadə ucun təmir olunub boyuk geniş otaqları var.Əşyalarıyla satıla bilər sənədlər qaydasındadı kupca var xidmət haqqı 1%,22,Bakı,Nizami rayonu,metro. Neftçilər,
118482,2022-03-08,Yeni tikili,16 / 8,95,2,Kupça,148000,Vasitəçi / Rieltor,"QAZ+KUPÇA İPOTEKAYA YARARLI...  QANUNİ 2OTAQLI MƏNZİL...  Əhmədli metrosu Movida Plazanın yanında yeni tikili binada yerləşir.mənzil tam təmirli mənzildir.Mənzil əşyasız formada satılır.Təmirdən sonra yaşayış olmayan mənzildir,cam balkondur.  Əlavə məlumat üçün əlaqə saxlaya bilərsiniz.  Agentlik rüsumu alıcı tərəfdaşınız 1%",15,Bakı,Xətai rayonu,metro. Əhmədli,
118479,2022-03-08,Yeni tikili,19 / 9,164.5,3,Kupçasız,195000,Vasitəçi / Rieltor,"TECILI SATILIR...8-ci Mikrorayon Azadliq prospekti TURAN TT mtk-nin inwaa etdiyi 19 mertebeli yeni tikili binanin 9-cu mertebesinde sahesi 164.5 kv.m olan podmayak menzil tecili satilir.menzilin proyekti skvoznoy, yelcekendir. her iki terefe panarami var. binaya qaz cekilib, yawayiw var. novbeti merhelede kupca verilecek.hal-hazirda menzilin senedi muqaviledir.binanin yerlewdiyi erazi butun muasir infrastruktura malikdir. weherin butun istiqametlerine neqliyyat infrastrukturu movcuddur. realliq olsa  qiymetde razilawma olacaq. alici terefden xidmet haqqi 1 % tewkil edir.",18,Bakı,Binəqədi rayonu,8-ci mikrorayon,metro. Azadlıq prospekti
118476,2022-03-08,Yeni tikili,11 / 8,55,3,Kupçasız,58500,Vasitəçi / Rieltor,"Xırdalana şəhəri, AAAF Park-da 11 mərtəbəli binanın 8-ci mərtəbəsində 3 otaqlı 55 kv.metrlkik ev satılır.  Ev super təmirlidir.  Qazı, suyu, işığı var.  Bina liftli binadır.  Yaşayışlı binadır.  Ev çox təcili satıldığından dəyərindən aşağı qiymətə satılır.  Real alıcıya endirim mümkündür.  Digər başqa mənzillərimizdə var.",21,Xırdalan ş.,,,
118472,2022-03-08,Yeni tikili,15 / 4,70,3,Kupça,80000,Vasitəçi / Rieltor,"Xırdalan, Heydər parkının qarşısı, qazlı və kupçalı yeni tikili yaşayış binasında 4-cü mərtəbədə, ümumi sahəsi 70 kvadratmetr olan İPOTEKAYA YARARLI 3 otaq, əla təmirli mənzil 80000 AZN-ə təcili satılır. Qaz, su, elektrik enerjisi fasiləsizdir. Kombi sistemi hazır vəziyyətdədir. Binanın 24 saat mühafizə və müşahidə olunan geniş həyətyanı sahəsi, 2 mərtəbəli yeraltı avto-dayanacağı, liftlər üçün generatorları var. Məktəb, bağça, supermarket piyada məsafəsindədir. Avtobus dayanacağı binanın qarşısındadır. Daha ətraflı məlumat üçün əlaqə saxlaya bilərsiniz. Təşəkkürlər..!",17,Xırdalan ş.,,,
118468,2022-03-08,Köhnə tikili,9 / 2,85,3,Kupça,112000,Vasitəçi / Rieltor,"Lelinqrad Lahiyeli orta blok 3 otaq yaxsl temirli menzil satllr.9mertebenin 2 ci mertebesinde yerlesir.Skvaznoydur her iki terefe balqonu var.Her bir balqonu 6metrdir.metbex genislendirilib balqona qatllb.Su islq qaz merkezi istilik var.Mekteb 264,204,baxca marketler yaxlnlqdadlr.Binanln heyeti genis asfatdlir.Binanln yaxlnlqlndan 46,40 Li masurutlar kecir.Sened kupca(Clxarls)Ipatekaya Yararlldlr.Real Allclya Razllasma Yolu Var.Ofis Xidmet Haqql 1 Faiz Teskil Edir.",22,Bakı,Xətai rayonu,Əhmədli,metro. Əhmədli
118467,2022-03-08,Yeni tikili,15 / 6,91,3,Kupça,137000,Vasitəçi / Rieltor,"Həzi Aslanov metrosu ,Gənclik Parkı yaxınlığında   3 otaqlı ( 2 otaqdan 3 otağa düzəlmə )  təmirli mənzil satılır.  Mərtəbə 15/6.  Ümumi sahəsi 91 kvm. təşkil edir.  İstilik sistemi kombidir.  Sanuzel isti poldur.  Bina yüksək keyfiyyətə malikdir.  Sənəd Çıxarış-Kupça  Əgər, siz də daşınmaz əmlak almaq və ya satmaq istəyirsinizsə xidmətimizdən istifadə edə bilərsiniz...  Alıcının Kommisiya haqqı 1 % təşkil edəcək.",19,Bakı,Xətai rayonu,metro. Həzi Aslanov ,
118218,2022-03-08,Yeni tikili,19 / 10,68,2,Kupçasız,95000,Vasitəçi / Rieltor,Neftcilər m. 220 saylı məktəbin yax.da  yeni bina 19/10 sah.68m2  2otaqa 5düzəlib yaxşı təmirli 2sanuzel   acıq balkon su qaz işıq 2lift 24saat kombi isrilik s. böyük həyət uşaqlar ücün oyun  meydancası binanın  1ci mərtəbəsində uşaq baxcası  supermarket  bazar 2 məktəb  metroya 15dəq. piyada məsafə,20,Bakı,Nizami rayonu,8-ci kilometr,metro. Neftçilər
