id,date,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13
386138,2022-10-01,Köhnə tikili,5 / 3,75,3,Kupça,123000,Vasitəçi / Rieltor,"EKSKULIZIV TEKLIF 7 MKR Metronun yaxinliginda 244 sayli mektebe yaxin daş binada 5/3-cü mertebesi 3 otaqli+artirilmasida var 5 kv, ela temirli menzildir.Mininskiy proyektdir.Kolidor genisdir.Skvaznoy proyektdir.Otaqlar ayri-ayridir.Pol mozayka parketdir.Otaqlar genis ve işiqlidir.Orta blokdur.Senedi Kupçadir.Gorduyunuz esyalari ile birlikde satilir,qiymete daxildir.100 kv liq kondinsoneri var.Binanin yeri yaxsi yerde yerlesir,etrafinda baxça,Araz market,obyektler var.Su,işiq,qaz,wfi daimidir.Usaq otaginin artirilmasi var.2 balkonu var.Alici 1% firmaya ödeyecek.Daha etrafli elaqe saxlayin.",9,Bakı,Binəqədi rayonu,7-ci mikrorayon,metro. Azadlıq prospekti
333041,2022-10-01,Köhnə tikili,5 / 4,33,1,Kupça,43000,Vasitəçi / Rieltor, 1 OTAQ   Sumqayıt şəhəri 4 mkr 5/4 1 otaqlı xruşov layihəli mənzil satılır.  Real alıcıların əlaqə saxlamağı xahiş olunur. Mənzillərin alqı-satqısı və kirayə verilməsi üçün bizə müraciət edə bilərsiniz.Diqqətinizə görə təşəkkür edirəm.  Əlaqə nömrəsi 070-224-95-51  Whatsaap:051-547-45-95 Vasitəçi Elmin,9,Sumqayıt,4-cü mikrorayon,,
358328,2022-10-01,Yeni tikili,19 / 17,68,2,Kupça,125000,Vasitəçi / Rieltor,7 ci mikrarayon Dərnəgul metrosunun yaxinliği 19 mertebeli yeni tikili binanin 17 ci mertebesi 1 otaqli sahesi 68 kv m olan menzil 2 otaqa duzelib tam temirlidir menzilde bezi esyalar saxlanila biler.  Xidmet haqqi yekun mebleğin 1 % i,3,Bakı,Binəqədi rayonu,7-ci mikrorayon,metro. Dərnəgül
386135,2022-10-01,Yeni tikili,11 / 2,85,3,Kupça,90000,Vasitəçi / Rieltor,"Bakı_Sumqayıt şosesi.Abşeron_Gənçlər şəhərçiyi.Ər_Riyad mebel evi ilə üz_üzə yerləşən yeni tikili mənzillər.  Tam yaşayışlı 11mərt_li binanın 2ci mərt_də yerləşən,aahəsi 85 kv m olan, üc otaqlı,geniş mətbəxtli,kombi sistemli,internet modem xəttli,əla təmirli və müəyyən əşyalar qalmaqla mənzil satılır.Mənzilin qazı,işıqı,suyu və lifti daimidir.Mənzilin sənədi cıcarışdır(kupcalıdır).Teal müştərilərə endirimdə olacaq.Əlavə məlumat almaq ücün buyurub zəng edib əlaqə saxlaya bilərsiniz.",9,Xırdalan ş.,,,
386134,2022-10-01,Köhnə tikili,9 / 3,80,4,Kupça,146000,Vasitəçi / Rieltor,"TECILI !!!    INSAATCILAR m/st-na 5 deq-lik mesafede yerlesen 9 mertebeli Kiyev proyektli binanin 3-cu mertebesinde QANUNI 3 otaqdan 4-e duzelme Temirli menzil satilir !!!  Orta menzildir. Yelcekendir. LIFT var !!!    KUPCA VAR !!!     Bina cox elvirisli mekanda yerlesir. Yaxinliginda mekteb, bagca, supermarketler, poliklinika ve diger lazimi infrastrukturlar yerleşir.                        Merkezi Istilik Sistemi movcuddur.    Etrafli melumat ucun qeyd olunan nomre ile elaqe saxlaya bilersiz. (Whatsapp aktivdir)  Ofis haqqi 1%",8,Bakı,Yasamal rayonu,,
378572,2022-10-01,Yeni tikili,6 / 3,83,3,Kupça,75000,Vasitəçi / Rieltor,"Abseron rayon Masazir qesebesi Qurtulus 93 yasayis kompleksi.Bina 6 mertebelidir,Menzil ise 3 cu mertebesinde yerlesir.Sehercikde mekteb bagca fealiyet gosterir.Su,isiq,merkezlesmis isitilik sistemi daimidir.Qaz inda xetleri cekilib yaxin vaxtlarda verilecek.Senedleri tam qaydasindadir(Kupca var).",7,Abşeron,Masazır,,
348836,2022-10-01,Yeni tikili,16 / 10,80,2,Kupça,150000,Vasitəçi / Rieltor,Nerimanov r Tebriz kuc Yenibtemir olunmush pilot layihe menzilvtecili satilir.,7,Bakı,Nərimanov rayonu,metro. Nəriman Nərimanov,
386132,2022-10-01,Yeni tikili,20 / 10,65,2,Kupça,90000,Vasitəçi / Rieltor,COX TECILI   Elim yandida   yeni Yasamalda   Super esyali 2 otaq menzildir ipotekaya yararlidir suyu isiqi qazi daimadir   AKKORdun binasindadir   Insaatcilar metrosuna 10 deq mesafededir   Cox bahali esyalarla bu kvadrata bele erazide nmenzil yoxdur   2 suret lifti qaraji ve s boyuk genis heyeti var   20/10 cu mertebesindedir   Ofis xidmet haqqi 1 %,20,Bakı,Yasamal rayonu,metro. İnşaatçılar,
386129,2022-10-01,Köhnə tikili,5 / 4,33,1,Kupça,43000,Vasitəçi / Rieltor,"Sumqayıt şəhər 4 cü mkr tarix muzeyinə yaxın xruşov layihəsi panel 5/4 cü mərtəbəsi 1 otaq, orta, təmirli, mətbəx mebeli.  Reallıq olsa endirim olacaq.",16,Sumqayıt,4-cü mikrorayon,,
386128,2022-10-01,Köhnə tikili,5 / 1,50,2,Kupça,52500,Vasitəçi / Rieltor,"Sumqayit seheri 4 mk 5/1, 2 otaq cenub kunc, ev , yerden hundurdu zirzemisi qurudu , yerden hundur evdi, kombi var, ev teze temirden cixib qiymet 52 500 azn",19,Sumqayıt,4-cü mikrorayon,,
386126,2022-10-01,Yeni tikili,7 / 6,2,Kupça,92000,Əmlak sahibi,Ozume aid olan deniz menzereli radnoy 2 otaqli evimi satiram. Menzilde kombi sistemi var. Menzil temirlidir bezi esyalar qalacaq.,16,Bakı,Suraxanı rayonu,Yeni Günəşli qəs.,metro. Xalqlar Dostluğu,
372372,2022-10-01,Yeni tikili,16 / 1,55,2,Kupça,53000,Vasitəçi / Rieltor,"Xırdalan şəhəri.16/1 mərtəbəsi.Xırdalanın girişində yolun sağında bina yerləşir.50 metr mərkəzi yola və Avtobus dayanacağına yaxındır 55kv.1/2 otaqa düzəlmə Ev tam təmirlidir.Heydər Əliyev prospektində yerləşir.Maşın saxlamaq üçün yeri və 2 lifti var.
Təcili ucuz satılır 57000 -dən 53000-ə endirilib",18,Xırdalan ş.,,,
386123,2022-10-01,Yeni tikili,21 / 12,155,3,Kupça,255000,Vasitəçi / Rieltor,"TECILI SATILIR !!!!  IPOTEKAYA YARARLI !!!    Nesimi rayonu Hesen Eliyev kucesi Simfoniya dizayn ve ticaret merkezi yaxinligi , Kuveyt sefirliyi yaxinliginda 21 mertebeli binanin 12 ci mertebesinde cox zovqle ve yuksek keyfiyetli materiallarla temir olunmus seherin en prestijli yerinde  umumi sahesi 155 kvm olan Radnoy 3 otaqli (otaqlar genis ve isiqlidir) menzil satilir, Kupca var qaz su isiq daimdir...  ELAVE MELUMAT ALMAQ UCUN GOSTERILEN NOMRE ILE ELAQE SAXLAYA BILERSIZ  OFIS XIDMET HAQQI 1%",23,Bakı,Nəsimi rayonu,,
344262,2022-10-01,Yeni tikili,15 / 12,140,3,Kupça,250000,Vasitəçi / Rieltor,"Kupçalı   Nəsimi bazarı,Nəsimi qayısının yanı,Azzanın baş ofisinin binası 15mərtəbəli yeni tikili binanın 12ci mərtəbəsi 140kv 3otaqlı tam təmirli mənzil bütün əşyaları ilə birlikdə satılır.Binada mərkəzi istilik sistemidir qaz yoxdur.Yerləşmə yeri çox gözəldir,bina elitni binadır.Suyu-işığı daimidir.Yeraltı maşın üçün dayanacağı,hər blokunda yeni liftləri var.Sənəd kupçadır və alqı-satqı üçün tam hazırdır..    055-785-43-01    070-521-21-11    055-420-57-98",11,Bakı,Nəsimi rayonu,,
380918,2022-10-01,Yeni tikili,6 / 5,250,7,Kupça,219000,Vasitəçi / Rieltor,"Ahmedlide Movida plaza sadliq evinin yaninda 5 mertebeli yeni layiheli das binanin 5-ci,6-ci mertebesinde,5-ci mertebede 4 otaq +100 kv-m mansart,pod-mayak ev munasib qiymete satilir,kubca var,qaz,su,isiq daimi,real alici ile qiymetde razilasmaq olar.Vasitecinin xidmet hakqi 1%.",10,Bakı,Xətai rayonu,Əhmədli,metro. Əhmədli
386121,2022-10-01,Köhnə tikili,9 / 3,60,3,Kupça,63500,Vasitəçi / Rieltor,"2 OTAQ...Sumqayıt şəhər 18-ci mikrorayon 9/3-cü mərtəbəsində 2 otaq 3 otağa düzəldilmiş Orta təmirli mənzil satılır. Künc mənzildir. Yol qırağı binadır. Məktəb, bağça, market, yarmarka, dayanacağa yaxın məsafədir. REAL ALICININ ƏLAQƏ SAXLAMAĞI XAHİŞ OLUNUR.",17,Sumqayıt,18-ci mikrorayon,,
262669,2022-10-01,Köhnə tikili,4 / 2,80,3,Kupça,135000,Vasitəçi / Rieltor,"28 may metrosunun cixisina yaxin 4 mertebeli arxitektur das italyankanin 2-ci mertebesinde 3 otaqli temirli ev satilir,ev yasamaq ve kiraye vermek ucun kozel variantdir,temirden sonra evde yasayis olmayib,sened kubca,qaz,su,isiq daimi,real alici ile qiymetde razilasmaq olar.Vasitecinin xidmet hakqi 1%-teskil edir.Hal-hazirda evide 600 aza kirayesin var.Qiymet dusdu telesin.",8,Bakı,Nəsimi rayonu,metro. 28 May,
386116,2022-10-01,Köhnə tikili,3 / 1,28,1,Kupça,29900,Vasitəçi / Rieltor,"Ofisimiz 36 məhəllə Sulh prospekti. Vats 055-297-96-97. Yeniemlak.az/9697 daxil olub digər evleredə baxa bilərsiniz.  Sumqayıtda Yeni ve Köhnə Tikili Binalarda Təmirli ve Təmirsiz 1,2,3,4 və 5 otaqlı Mənzilərimiz var.  Sumqayıt şəhəri HACİ Zeynalabdin Tağıyev qəsəbəsində 3/1 mərtəbəsi 1 otaqlı mənzildi.   Məktəbə bağçaya Məscidə yaxındı. KİRAYƏYƏ vermek üçündə əla seçimdir. Alan Müştəriyə Kirayə vermey istəsə də komeylik edə bilərik.  Real ALİCİYA endirim olacaq.  Xidmət haqqı 1 faiz  Yeniemlak.az/9697 daxil olub digər MUNASİB QİYMƏTƏ OLAN DASİNMAZ EMLAKLARİMİZA DA baxa bilərsiniz.  QEYD: Konsultasiya Xidmətimizdəndə YARARLANA bilərsiniz ( Ödənişsizdir ) Ofisimizdə 10:00 - 21:00.  Daşınmaz Əmlakın Alışın və Satışın Tam Şəffaf şəkildə olunmasın istəyirsizsə Bizə müraciət edə bilərsiniz. 30 illik Təcrübəmizə güvənə bilərsiniz",19,Sumqayıt,Hacı Zeynalabdin,,
386114,2022-10-01,Köhnə tikili,9 / 1,82,4,Kupça,92000,Vasitəçi / Rieltor,"10-cu mıkrorayon, 9/1-cı mertebesı, 4 otaq, temırlı kombı ıstılık sıstemı, Ofıs ùnvanımız 10-mik, Koroglu prospekti, dayanacagın arxasında, Whatsaap 055-765-41-68 Vùsal 050-368-19-18",25,Sumqayıt,10-cu mikrorayon,,
386113,2022-10-01,Yeni tikili,20 / 10,63,2,Kupça,90000,Vasitəçi / Rieltor,"   Yeni Yasamal , 308 №li məktəbin yanı, 77 avtobusun son dayanacagi yeni tikili 20-cİ mərtəbəli binanın 10-cu mərtəbisində 2 otaqlı (1 otaqdan 2 otağa düzəldilmiş)  SUPER TƏMİRLİ mənzil satılır.  Binada daimi qaz, su, işıq var.  Kombi sistemi mövcuddur.  Binanın altında bir sıra ictimai iaşə obyektləri (market,köşk,atelye,bərbər,vəs.) mövcuddur.  Həyətində uşaqlar ücün əyləncə meydancasida var.  Yeri çox idealdır.  Binanın yeraltı qarajı , 24/7 saat mühafizəsi, həyətində və bloklarında kameraları var.      (Whatsapp aktivdir)  Ətraflı məlumat üçün əlaqə saxlaya bilərsiz!  Ofis haqqı 1 %",21,Bakı,Yasamal rayonu,metro. İnşaatçılar,
